,pruning,include_original_features,dataset,averageAUROC,HammingLoss,SubsetAccuracy,RankingLoss,MacroPrecision,MacroRecall,MacroFOne,nodes,leaves,groups,avg_group_features,gen_XofN_time,training_time
28,True,with_org,CPI_cardiac,0.56875169,0.280655,0.339286,0.235201,0.440732,0.181748,0.214238,58.2,29.6,322.0,4.990683229813665,819.0265715799993,2.73352173999956
29,True,no_org,CPI_cardiac,0.57999116,0.278423,0.34196400000000005,0.231685,0.456975,0.187833,0.260192,54.8,27.9,322.0,4.990683229813665,819.0265715799993,0.9519303600005514
30,False,with_org,CPI_cardiac,0.56805368,0.345386,0.212498,0.24051999999999998,0.364566,0.408676,0.380198,691.0,346.0,322.0,4.990683229813665,819.0265715799993,2.73352173999956
31,False,no_org,CPI_cardiac,0.57753144,0.349852,0.191963,0.24474400000000002,0.370946,0.44993999999999995,0.40021000000000007,681.4,341.2,322.0,4.990683229813665,819.0265715799993,0.9519303600005514
32,False,no_org,CPI+fingerprint_mid_freq,0.59846871,0.397646,0.13604549999999999,0.25445700000000004,0.459014,0.519674,0.48565500000000006,895.6,448.3,430.0,4.993023255813953,1265.4908091600003,1.1500926199994865
33,False,with_org,CPI+fingerprint_mid_freq,0.59455099,0.395847,0.15190700000000001,0.257301,0.46461199999999997,0.511935,0.484809,887.0,444.0,430.0,4.993023255813953,1265.4908091600003,3.5361415099985605
34,True,no_org,CPI+fingerprint_mid_freq,0.61286991,0.35168499999999997,0.258462,0.262039,0.527669,0.38719800000000004,0.44403500000000007,157.8,79.4,430.0,4.993023255813953,1265.4908091600003,1.1500926199994865
35,True,with_org,CPI+fingerprint_mid_freq,0.6095348300000001,0.35818,0.251259,0.258145,0.516505,0.36497,0.42473799999999995,159.0,80.0,430.0,4.993023255813953,1265.4908091600003,3.5361415099985605
36,True,with_org,CPI+fingerprint_low_freq,0.60405956,0.247228,0.3588,0.266515,0.458073,0.16636599999999999,0.238512,67.2,34.1,430.0,4.993023255813953,1257.5137423800006,3.8502585400005045
37,True,no_org,CPI+fingerprint_low_freq,0.5992115,0.245191,0.35735100000000003,0.273758,0.47464199999999995,0.160097,0.233264,53.4,27.2,430.0,4.993023255813953,1257.5137423800006,1.2747458599998935
38,False,with_org,CPI+fingerprint_low_freq,0.59558203,0.328374,0.19450499999999998,0.254029,0.343843,0.403306,0.366116,850.6,425.8,430.0,4.993023255813953,1257.5137423800006,3.8502585400005045
39,False,no_org,CPI+fingerprint_low_freq,0.60327803,0.32538100000000003,0.195224,0.261745,0.35077600000000003,0.425188,0.381005,864.4,432.7,430.0,4.993023255813953,1257.5137423800006,1.2747458599998935
40,True,with_org,CPI+fingerprint_high_freq,0.60165468,0.237068,0.49527599999999994,0.157069,0.794401,0.9359259999999999,0.8583489999999999,72.6,36.8,430.0,4.993023255813953,1248.1246916100004,3.5265494599991145
41,True,no_org,CPI+fingerprint_high_freq,0.6005860399999999,0.235508,0.49817,0.15726400000000001,0.7956369999999999,0.9361539999999999,0.859269,72.0,36.5,430.0,4.993023255813953,1248.1246916100004,1.193662050000239
42,False,with_org,CPI+fingerprint_high_freq,0.6004843799999999,0.26844799999999996,0.377765,0.15546500000000002,0.8045690000000001,0.8585839999999999,0.8299770000000001,601.8,301.4,430.0,4.993023255813953,1248.1246916100004,3.5265494599991145
43,False,no_org,CPI+fingerprint_high_freq,0.6031942100000001,0.26495100000000005,0.390012,0.150698,0.805045,0.8652200000000001,0.833346,609.0,305.0,430.0,4.993023255813953,1248.1246916100004,1.193662050000239
44,True,no_org,CPI+fingerprint_cardiac,0.58706912,0.267686,0.368599,0.222005,0.42982899999999996,0.1578327,0.22651,65.8,33.4,430.0,4.993023255813953,1220.0695033599998,1.218612340000277
45,False,with_org,CPI+fingerprint_cardiac,0.5870975599999999,0.345079,0.21024400000000001,0.226599,0.34418000000000004,0.413242,0.372499,827.4,414.2,430.0,4.993023255813953,1220.0695033599998,3.8393348800000924
46,True,with_org,CPI+fingerprint_cardiac,0.59626579,0.27164299999999997,0.366432,0.228423,0.42913499999999993,0.195726,0.262257,85.8,43.4,430.0,4.993023255813953,1220.0695033599998,3.8393348800000924
47,False,no_org,CPI+fingerprint_cardiac,0.58591383,0.347236,0.20592100000000002,0.220427,0.344864,0.418121,0.374981,844.6,422.8,430.0,4.993023255813953,1220.0695033599998,1.218612340000277
