UMLS_id	MedDRA_ADR_level	MedDRA_ADR_id	MedDRA_ADR_name
C0020302	HT	10018325	Congenital glaucomas
C0020302	LT	10010486	Congenital glaucoma
C0020302	LT	10018324	Glaucoma congenital
C0020302	LT	10064033	Infantile glaucoma
C0020302	LT	10006589	Buphthalmos, unspecified
C0020302	LT	10012565	Developmental glaucoma
C0020302	PT	10012565	Developmental glaucoma
C0020303	LT	10048725	Hydropneumothorax
C0020303	PT	10048725	Hydropneumothorax
C0020305	LT	10020526	Hydrops fetalis
C0020305	LT	10020529	Hydrops foetalis
C0020305	PT	10020529	Hydrops foetalis
C0020311	LT	10020532	Hydrotherapy
C0020311	PT	10020532	Hydrotherapy
C0020312	LT	10048612	Hydrothorax
C0020312	PT	10048612	Hydrothorax
C0020413	LT	10020546	Hymenolepiasis
C0020413	PT	10020546	Hymenolepiasis
C0020413	LT	10020547	Hymenolepsis infection
C0020428	LT	10020571	Hyperaldosteronism
C0020428	PT	10020571	Hyperaldosteronism
C0020428	LT	10001656	Aldosteronism
C0020428	LT	10001657	Aldosteronism NOS
C0020429	LT	10020573	Hyperalgesia
C0020429	LT	10065952	Hyperpathia
C0020429	PT	10065952	Hyperpathia
C0020431	LT	10057480	Hyperbaric oxygen therapy
C0020431	PT	10057480	Hyperbaric oxygen therapy
C0020433	LT	10020582	Hyperbilirubinemia
C0020433	LT	10020578	Hyperbilirubinaemia
C0020433	PT	10020578	Hyperbilirubinaemia
C0020433	LT	10004705	Bilirubinemia
C0020433	LT	10004702	Bilirubinaemia
C0020433	OL	10020551	Hyper bilirubinaemia
C0020437	LT	10020587	Hypercalcemia
C0020437	LT	10020583	Hypercalcaemia
C0020437	PT	10020583	Hypercalcaemia
C0020437	LT	10005396	Blood calcium increased
C0020437	PT	10005396	Blood calcium increased
C0020437	LT	10006952	Calcium blood increased
C0020438	LT	10020590	Hypercalciuria
C0020438	PT	10020590	Hypercalciuria
C0020438	LT	10020589	Hypercalcinuria
C0020440	LT	10020591	Hypercapnia
C0020440	PT	10020591	Hypercapnia
C0020440	LT	10007222	Carbon dioxide blood increased
C0020440	LT	10005404	Blood carbon dioxide increased
C0020440	LT	10038778	Retention carbon dioxide
C0020440	LT	10020593	Hypercarbia
C0020440	LT	10020592	Hypercapnic
C0020441	LT	10020596	Hypercementosis
C0020441	PT	10020596	Hypercementosis
C0020443	LT	10020604	Hypercholesterolemia
C0020443	LT	10020603	Hypercholesterolaemia
C0020443	PT	10020603	Hypercholesterolaemia
C0020443	LT	10020602	Hypercholesteremia
C0020443	LT	10060375	Hypercholesteraemia
C0020443	HT	10014476	Elevated cholesterol
C0020445	LT	10054380	Familial hypercholesterolemia
C0020445	LT	10049593	Familial hypercholesterolaemia
C0020445	LT	10064706	Type II hyperlipoproteinemia
C0020445	LT	10064613	Type II hyperlipoproteinaemia
C0020445	LT	10060371	Fredrickson Type II hyperlipidaemia
C0020445	LT	10017340	Fredrickson Type II hyperlipidemia
C0020445	LT	10060594	Fredrickson Type II lipidemia
C0020445	LT	10017341	Fredrickson Type II lipidaemia
C0020445	LT	10045254	Type II hyperlipidaemia
C0020445	PT	10045254	Type II hyperlipidaemia
C0020445	LT	10045255	Type II hyperlipidemia
C0020445	LT	10045258	Type II lipidemia
C0020445	LT	10045257	Type II lipidaemia
C0020450	LT	10020614	Hyperemesis gravidarum
C0020450	PT	10020614	Hyperemesis gravidarum
C0020450	LT	10015609	Excessive vomiting in pregnancy
C0020450	LT	10015592	Excess vomiting in pregnancy
C0020451	OL	10027614	Mild hyperemesis gravidarum
C0020452	LT	10020619	Hyperemia
C0020452	LT	10020565	Hyperaemia
C0020452	PT	10020565	Hyperaemia
C0020453	LT	10020622	Hyperesthesia
C0020453	LT	10020568	Hyperaesthesia
C0020453	PT	10020568	Hyperaesthesia
C0020453	OL	10020577	Hyperasthesia
C0020455	LT	10054408	Hypergammaglobulinemia
C0020455	LT	10020630	Hypergammaglobulinaemia
C0020455	PT	10020630	Hypergammaglobulinaemia
C0020456	LT	10020639	Hyperglycemia
C0020456	LT	10020635	Hyperglycaemia
C0020456	PT	10020635	Hyperglycaemia
C0020456	LT	10020637	Hyperglycaemia NOS
C0020456	MTH_LT	10020637	Hyperglycemia NOS
C0020457	LT	10029647	Nonketotic hyperglycemic-hyperosmolar coma
C0020457	LT	10029646	Nonketotic hyperglycaemic-hyperosmolar coma
C0020457	LT	10020695	Hyperosmolar (non-ketotic) coma
C0020457	LT	10012630	Diabetes with hyperosmolar coma
C0020457	LT	10012669	Diabetic hyperosmolar coma
C0020457	PT	10012669	Diabetic hyperosmolar coma
C0020457	OL	10029431	NKHHC
C0020457	LT	10020696	Hyperosmolar non-ketotic diabetic coma
C0020458	LT	10020642	Hyperhidrosis
C0020458	PT	10020642	Hyperhidrosis
C0020459	LT	10061211	Hyperinsulinism
C0020459	PT	10061211	Hyperinsulinism
C0020459	LT	10020644	Hyperinsulinism NOS
C0020459	LT	10020643	Hyperinsulinemia
C0020459	LT	10060378	Hyperinsulinaemia
C0020459	PT	10060378	Hyperinsulinaemia
C0020459	LT	10022486	Insulin increased
C0020459	LT	10022483	Insulin high
C0020461	LT	10020647	Hyperkalemia
C0020461	LT	10020646	Hyperkalaemia
C0020461	PT	10020646	Hyperkalaemia
C0020461	LT	10020736	Hyperpotassemia
C0020461	LT	10020735	Hyperpotassaemia
C0020473	LT	10020667	Hyperlipidemia
C0020473	LT	10062060	Hyperlipidaemia
C0020473	PT	10062060	Hyperlipidaemia
C0020473	LT	10020663	Hyperlipidaemia NOS
C0020473	MTH_LT	10020663	Hyperlipidemia NOS
C0020473	LT	10020662	Hyperlipemia
C0020473	LT	10020661	Hyperlipaemia
C0020476	LT	10020668	Hyperlipoproteinemia
C0020476	LT	10058221	Hyperlipoproteinaemia
C0020479	LT	10064708	Type III hyperlipoproteinemia
C0020479	LT	10064615	Type III hyperlipoproteinaemia
C0020479	LT	10058389	Dysbetalipoproteinemia
C0020479	LT	10058414	Dysbetalipoproteinaemia
C0020479	LT	10060751	Type III hyperlipidaemia
C0020479	PT	10060751	Type III hyperlipidaemia
C0020479	LT	10060752	Type III hyperlipidemia
C0020479	LT	10038316	Remnant hyperlipidaemia
C0020479	PT	10038316	Remnant hyperlipidaemia
C0020479	LT	10054595	Remnant hyperlipidemia
C0020479	LT	10054677	Type III lipidemia
C0020479	LT	10045266	Type III lipidaemia
C0020480	LT	10064709	Type IV hyperlipoproteinemia
C0020480	LT	10064616	Type IV hyperlipoproteinaemia
C0020480	LT	10037542	Pure hyperglyceridemia
C0020480	LT	10037541	Pure hyperglyceridaemia
C0020480	LT	10060753	Type IV hyperlipidaemia
C0020480	PT	10060753	Type IV hyperlipidaemia
C0020480	LT	10060754	Type IV hyperlipidemia
C0020480	LT	10017347	Fredrickson Type IV lipidaemia
C0020480	LT	10059965	Fredrickson Type IV lipidemia
C0020480	LT	10059191	Familial hypertriglyceridemia
C0020480	LT	10059183	Familial hypertriglyceridaemia
C0020480	PT	10059183	Familial hypertriglyceridaemia
C0020480	LT	10054678	Type IV lipidemia
C0020480	LT	10045267	Type IV lipidaemia
C0020481	LT	10064710	Type V hyperlipoproteinemia
C0020481	LT	10064617	Type V hyperlipoproteinaemia
C0020481	LT	10059997	Fredrickson Type V lipidemia
C0020481	LT	10017348	Fredrickson Type V lipidaemia
C0020481	LT	10054679	Type V lipidemia
C0020481	LT	10045270	Type V lipidaemia
C0020481	LT	10060756	Type V hyperlipidemia
C0020481	LT	10060755	Type V hyperlipidaemia
C0020481	PT	10060755	Type V hyperlipidaemia
C0020488	LT	10020680	Hypernatremia
C0020488	LT	10020679	Hypernatraemia
C0020488	PT	10020679	Hypernatraemia
C0020488	LT	10041277	Sodium retention
C0020488	PT	10041277	Sodium retention
C0020488	LT	10028672	Na+ retention
C0020490	LT	10020690	Hyperopia
C0020490	LT	10020675	Hypermetropia
C0020490	PT	10020675	Hypermetropia
C0020490	LT	10024805	Long-sighted
C0020490	LT	10057906	Farsighted
C0020492	LT	10020698	Hyperostosis
C0020492	LT	10005973	Bone hypertrophy
C0020496	LT	10020699	Hyperostosis of skull
C0020497	LT	10073206	Infantile cortical hyperostosis
C0020497	PT	10073206	Infantile cortical hyperostosis
C0020497	LT	10073208	Caffey's disease
C0020498	LT	10054040	Forestier disease
C0020498	LT	10054080	Forestier and Rotes-Querol syndrome
C0020498	LT	10002558	Ankylosing vertebral hyperostosis
C0020498	LT	10054031	Senile ankylosing vertebral hyperostosis
C0020498	PT	10054031	Senile ankylosing vertebral hyperostosis
C0020500	LT	10020703	Hyperoxaluria
C0020500	PT	10020703	Hyperoxaluria
C0020502	LT	10020705	Hyperparathyroidism
C0020502	PT	10020705	Hyperparathyroidism
C0020502	LT	10020706	Hyperparathyroidism NOS
C0020503	LT	10020708	Hyperparathyroidism secondary
C0020503	PT	10020708	Hyperparathyroidism secondary
C0020505	LT	10020710	Hyperphagia
C0020505	PT	10020710	Hyperphagia
C0020505	LT	10036132	Polyphagia
C0020505	LT	10015598	Excessive eating
C0020506	LT	10020716	Hyperpituitarism
C0020506	PT	10020716	Hyperpituitarism
C0020506	LT	10020717	Hyperpituitarism NOS
C0020506	HT	10002700	Anterior pituitary hyperfunction
C0020507	LT	10020718	Hyperplasia
C0020507	PT	10020718	Hyperplasia
C0020507	LT	10020726	Hyperplasia NOS
C0020510	LT	10051081	Nodular regenerative hyperplasia
C0020510	PT	10051081	Nodular regenerative hyperplasia
C0020514	LT	10020739	Hyperprolactinemia
C0020514	LT	10020737	Hyperprolactinaemia
C0020514	PT	10020737	Hyperprolactinaemia
C0020517	LT	10020751	Hypersensitivity
C0020517	PT	10020751	Hypersensitivity
C0020517	LT	10020755	Hypersensitivity NOS
C0020517	LT	10001738	Allergy
C0020517	LT	10001741	Allergy NOS
C0020517	LT	10020756	Hypersensitivity reaction
C0020517	LT	10020757	Hypersensitivity reaction (NOS)
C0020517	LT	10037948	Reaction hypersensitivity (NOS)
C0020517	LT	10001718	Allergic reaction
C0020517	LT	10001719	Allergic reaction NOS
C0020517	OL	10048495	Allergic reaction (NOS)
C0020517	LT	10037932	Reaction allergic (NOS)
C0020517	OL	10021150	HYSN
C0020517	LT	10020759	Hypersensitivity symptom
C0020522	LT	10007878	Cell-mediated immunological react
C0020522	LT	10053613	Type IV hypersensitivity reaction
C0020522	PT	10053613	Type IV hypersensitivity reaction
C0020522	LT	10007879	Cell-mediated immunological reaction
C0020522	LT	10007875	Cell mediated immunological reaction
C0020522	LT	10012210	Delayed type hypersensitivity
C0020523	LT	10021413	Immediate hypersensitivity
C0020523	LT	10020762	Hypersensitivity type I
C0020523	LT	10045240	Type I hypersensitivity
C0020523	PT	10045240	Type I hypersensitivity
C0020523	LT	10020763	Hypersensitivity type I NOS
C0020523	LT	10021414	Immediate hypersensitivity reaction
C0020530	OL	10020768	Hypersomnia with sleep apnea
C0020532	LT	10020769	Hypersplenism
C0020532	PT	10020769	Hypersplenism
C0020534	LT	10057862	Hypertelorism
C0020534	LT	10020771	Hypertelorism of orbit
C0020534	PT	10020771	Hypertelorism of orbit
C0020538	LT	10005747	Blood pressure high
C0020538	LT	10020772	Hypertension
C0020538	PT	10020772	Hypertension
C0020538	LT	10020782	Hypertension NOS
C0020538	LT	10020775	Hypertension arterial
C0020538	OL	10019180	HBP
C0020538	OL	10020424	HT
C0020540	LT	10020781	Hypertension malignant
C0020540	LT	10025600	Malignant hypertension
C0020540	PT	10025600	Malignant hypertension
C0020540	LT	10025601	Malignant hypertension NOS
C0020540	LT	10000358	Accelerated hypertension
C0020540	PT	10000358	Accelerated hypertension
C0020541	LT	10036200	Portal hypertension
C0020541	PT	10036200	Portal hypertension
C0020541	LT	10020786	Hypertension portal
C0020541	HT	10036201	Portal hypertensions
C0020542	LT	10020787	Hypertension pulmonary
C0020542	LT	10037400	Pulmonary hypertension
C0020542	PT	10037400	Pulmonary hypertension
C0020542	LT	10037403	Pulmonary hypertension NOS
C0020542	HT	10037401	Pulmonary hypertensions
C0020544	LT	10038464	Renal hypertension
C0020544	PT	10038464	Renal hypertension
C0020544	LT	10020789	Hypertension renal
C0020544	LT	10038467	Renal hypertension NOS
C0020544	HT	10038465	Renal hypertensions
C0020545	LT	10038562	Renovascular hypertension
C0020545	PT	10038562	Renovascular hypertension
C0020546	LT	10020802	Hypertensive crisis
C0020546	PT	10020802	Hypertensive crisis
C0020546	LT	10011395	Crisis hypertensive
C0020548	LT	10020846	Hyperthermia therapy
C0020548	PT	10020846	Hyperthermia therapy
C0020550	LT	10020850	Hyperthyroidism
C0020550	PT	10020850	Hyperthyroidism
C0020555	LT	10020864	Hypertrichosis
C0020555	PT	10020864	Hypertrichosis
C0020555	HT	10020863	Hypertrichoses
C0020557	LT	10020870	Hypertriglyceridemia
C0020557	LT	10020869	Hypertriglyceridaemia
C0020557	PT	10020869	Hypertriglyceridaemia
C0020557	LT	10054411	Hyperglyceridemia
C0020557	LT	10051173	Hyperglyceridaemia
C0020557	HT	10014486	Elevated triglycerides
C0020557	LT	10044659	Triglyceride increased
C0020557	LT	10037828	Raised TG
C0020557	LT	10037829	Raised triglycerides
C0020557	LT	10052373	Triglycerides high
C0020561	LT	10020873	Hypertrophic elongation of cervix
C0020564	LT	10020880	Hypertrophy
C0020564	PT	10020880	Hypertrophy
C0020564	LT	10020883	Hypertrophy NOS
C0020565	LT	10020885	Hypertrophy of breast
C0020565	LT	10020881	Hypertrophy breast
C0020565	LT	10026733	Mammary hypertrophy
C0020569	LT	10039408	Salivary gland enlargement
C0020569	PT	10039408	Salivary gland enlargement
C0020569	LT	10014851	Enlargement salivary gland
C0020569	LT	10039410	Salivary gland enlargement NOS
C0020569	HT	10039409	Salivary gland enlargements
C0020569	LT	10020891	Hypertrophy of salivary gland
C0020569	LT	10039412	Salivary gland hypertrophy
C0020569	LT	10067071	Salivary gland hyperplasia
C0020575	LT	10020902	Hypertropia
C0020578	LT	10020910	Hyperventilation
C0020578	PT	10020910	Hyperventilation
C0020579	LT	10020916	Hypervitaminosis A
C0020579	PT	10020916	Hypervitaminosis A
C0020579	LT	10000033	A-hypervitaminosis
C0020580	LT	10020922	Hypesthesia
C0020580	LT	10020937	Hypoaesthesia
C0020580	PT	10020937	Hypoaesthesia
C0020580	LT	10065987	Hypaesthesia
C0020580	LT	10020976	Hypoesthesia
C0020581	LT	10020924	Hyphema
C0020581	LT	10020923	Hyphaema
C0020581	PT	10020923	Hyphaema
C0020581	OL	10018969	Haemorrhage ant chamber eye
C0020581	OL	10019528	Hemorrhage ant chamber eye
C0020581	LT	10055825	Haemorrhage of anterior chamber of eye
C0020581	LT	10002692	Anterior eye chamber haemorrhage
C0020581	LT	10060526	Anterior eye chamber hemorrhage
C0020581	LT	10019563	Hemorrhage of anterior chamber of eye
C0020582	OL	10020925	Hyphema of iris and ciliary body
C0020587	LT	10020929	Hypnotherapy
C0020587	PT	10020929	Hypnotherapy
C0020594	LT	10020933	Hypoactive sexual desire disorder
C0020595	LT	10020944	Hypoaldosteronism
C0020595	PT	10020944	Hypoaldosteronism
C0020598	LT	10020949	Hypocalcemia
C0020598	LT	10020947	Hypocalcaemia
C0020598	PT	10020947	Hypocalcaemia
C0020599	LT	10050977	Hypocalciuria
C0020599	PT	10050977	Hypocalciuria
C0020604	LT	10020965	Hypochondriasis
C0020604	PT	10020965	Hypochondriasis
C0020608	LT	10055001	Hypodontia
C0020608	PT	10055001	Hypodontia
C0020608	LT	10055073	Partial anodontia
C0020610	LT	10020982	Hypogalactia
C0020610	LT	10023663	Lactation decreased
C0020615	LT	10021005	Hypoglycemia
C0020615	LT	10020993	Hypoglycaemia
C0020615	PT	10020993	Hypoglycaemia
C0020615	LT	10020996	Hypoglycaemia NOS
C0020615	MTH_LT	10020996	Hypoglycemia NOS
C0020615	LT	10021007	Hypoglycemia, unspecified
C0020615	LT	10020998	Hypoglycaemia, unspecified
C0020617	LT	10021008	Hypoglycemic coma
C0020617	LT	10010079	Coma hypoglycemic
C0020617	LT	10021000	Hypoglycaemic coma
C0020617	PT	10021000	Hypoglycaemic coma
C0020617	LT	10010078	Coma hypoglycaemic
C0020619	LT	10058359	Hypogonadism
C0020619	PT	10058359	Hypogonadism
C0020620	LT	10021013	Hypohidrosis
C0020620	PT	10021013	Hypohidrosis
C0020620	LT	10020926	Hyphidrosis
C0020621	LT	10021018	Hypokalemia
C0020621	LT	10021015	Hypokalaemia
C0020621	PT	10021015	Hypokalaemia
C0020621	LT	10021081	Hypopotassemia
C0020621	LT	10021080	Hypopotassaemia
C0020621	LT	10021017	Hypokalaemic syndrome
C0020621	PT	10021017	Hypokalaemic syndrome
C0020621	LT	10060423	Syndrome hypokalaemic
C0020621	LT	10021020	Hypokalemic syndrome
C0020621	LT	10042817	Syndrome hypokalemic
C0020621	LT	10024923	Low potassium syndrome
C0020623	LT	10021026	Hypolipoproteinemia
C0020623	LT	10060387	Hypolipoproteinaemia
C0020623	LT	10024626	Lipoprotein deficiency
C0020623	PT	10024626	Lipoprotein deficiency
C0020623	OL	10024625	Lipoprotein deficiencies
C0020624	LT	10021032	Hypomenorrhea
C0020624	LT	10021033	Hypomenorrhoea
C0020624	PT	10021033	Hypomenorrhoea
C0020624	LT	10024462	Light periods
C0020625	LT	10021038	Hyponatremia
C0020625	LT	10021036	Hyponatraemia
C0020625	PT	10021036	Hyponatraemia
C0020625	LT	10005802	Blood sodium decreased
C0020625	PT	10005802	Blood sodium decreased
C0020625	LT	10041265	Sodium blood decreased
C0020625	LT	10054863	Serum sodium decreased
C0020625	LT	10041270	Sodium depletion
C0020625	LT	10042819	Syndrome low salt
C0020625	LT	10024927	Low salt syndrome
C0020625	LT	10024930	Low sodium syndrome
C0020625	LT	10028670	Na+ depletion
C0020625	LT	10021037	Hyponatraemic syndrome
C0020625	PT	10021037	Hyponatraemic syndrome
C0020625	LT	10060494	Hyponatremic syndrome
C0020626	LT	10021041	Hypoparathyroidism
C0020626	PT	10021041	Hypoparathyroidism
C0020627	LT	10056305	Hypopharyngeal neoplasm
C0020627	PT	10056305	Hypopharyngeal neoplasm
C0020630	LT	10049933	Hypophosphatasia
C0020630	PT	10049933	Hypophosphatasia
C0020632	LT	10057156	Hypophysectomy
C0020632	PT	10057156	Hypophysectomy
C0020632	LT	10021060	Hypophysectomy NOS
C0020635	LT	10021067	Hypopituitarism
C0020635	PT	10021067	Hypopituitarism
C0020635	LT	10022466	Insufficiency pituitary
C0020635	LT	10035093	Pituitary insufficiency
C0020635	LT	10021066	Hypopituitalism
C0020639	LT	10021084	Hypoproteinemia
C0020639	LT	10021083	Hypoproteinaemia
C0020639	PT	10021083	Hypoproteinaemia
C0020640	LT	10016076	Factor II deficiency
C0020640	PT	10016076	Factor II deficiency
C0020641	LT	10021086	Hypopyon
C0020641	PT	10021086	Hypopyon
C0020645	OL	10021092	Hyposmolality and/or hyponatremia
C0020645	OL	10021091	Hyposmolality and/or hyponatraemia
C0020649	LT	10021097	Hypotension
C0020649	PT	10021097	Hypotension
C0020649	LT	10021099	Hypotension NOS
C0020649	LT	10024895	Low blood pressure
C0020649	LT	10005753	Blood pressure low
C0020649	LT	10024982	Lowered blood pressure
C0020649	LT	10003146	Arterial blood pressure decreased
C0020649	LT	10005743	Blood pressure drop arterial
C0020649	LT	10036638	Pressure arterial decreased
C0020649	LT	10003169	Arterial pressure NOS decreased
C0020649	LT	10066331	Arterial hypotension
C0020649	LT	10005734	Blood pressure decreased
C0020649	PT	10005734	Blood pressure decreased
C0020649	LT	10021106	Hypotension, unspecified
C0020649	LT	10006064	BP fell
C0020649	LT	10013645	Drop of blood pressure
C0020649	LT	10005744	Blood pressure dropped
C0020649	LT	10013644	Drop in blood pressure
C0020649	LT	10016174	Fall in blood pressure
C0020649	LT	10024896	Low BP
C0020649	LT	10006065	BP lowered
C0020650	LT	10064038	Controlled hypotension
C0020651	LT	10031127	Orthostatic hypotension
C0020651	PT	10031127	Orthostatic hypotension
C0020651	LT	10021100	Hypotension orthostatic
C0020651	LT	10036433	Postural hypotension
C0020651	LT	10021104	Hypotension postural
C0020655	LT	10073187	Hypothalamic disorder
C0020672	LT	10005910	Body temperature decreased
C0020672	PT	10005910	Body temperature decreased
C0020672	LT	10005909	Body temperature decrease
C0020672	LT	10043202	Temperature body decrease
C0020672	OL	10021088	Hypopyrexia
C0020676	LT	10021114	Hypothyroidism
C0020676	PT	10021114	Hypothyroidism
C0020676	LT	10045920	Unspecified hypothyroidism
C0020676	LT	10043686	Thyroid activity decreased
C0020678	LT	10021126	Hypotrichosis
C0020678	PT	10021126	Hypotrichosis
C0020681	LT	10007982	Central-alveolar hypoventilation
C0020681	PT	10007982	Central-alveolar hypoventilation
C0020683	LT	10021140	Hypovolemic shock
C0020683	LT	10021138	Hypovolaemic shock
C0020683	PT	10021138	Hypovolaemic shock
C0020699	LT	10021151	Hysterectomy
C0020699	PT	10021151	Hysterectomy
C0020699	LT	10021153	Hysterectomy NOS
C0020700	LT	10046913	Vaginal hysterectomy
C0020701	LT	10021154	Hysteria
C0020701	LT	10021156	Hysteria, unspecified
C0020703	LT	10013467	Dissociative hysteria
C0020703	LT	10037196	Psychogenic fugue
C0020703	LT	10013466	Dissociative fugue
C0020703	PT	10013466	Dissociative fugue
C0020703	LT	10021162	Hysterical fugue
C0020709	LT	10021167	Hysterosalpingogram
C0020709	PT	10021167	Hysterosalpingogram
C0020709	LT	10021170	Hysterosalpingography
C0020710	LT	10050125	Hysteroscopy
C0020710	PT	10050125	Hysteroscopy
C0020711	LT	10021171	Hysterotomy
C0020711	PT	10021171	Hysterotomy
C0020725	LT	10072928	Mucolipidosis type II
C0020725	PT	10072928	Mucolipidosis type II
C0020757	HT	10021197	Ichthyoses
C0020757	LT	10021198	Ichthyosis
C0020757	PT	10021198	Ichthyosis
C0020757	LT	10040812	Skin change ichthyosiform
C0020758	LT	10010511	Congenital ichthyosis
C0020758	LT	10021201	Ichthyosis congenital
C0020758	LT	10021200	Ichthyosis congenita
C0020795	LT	10021215	Identity disorder of childhood or adolescence
C0020796	LT	10036791	Profound mental retardation
C0020796	PT	10036791	Profound mental retardation
C0020796	LT	10021218	Idiocy
C0020807	LT	10021242	Idiopathic pulmonary hemosiderosis
C0020807	LT	10021241	Idiopathic pulmonary haemosiderosis
C0020807	LT	10037399	Pulmonary hemosiderosis
C0020807	LT	10037396	Pulmonary haemosiderosis
C0020807	PT	10037396	Pulmonary haemosiderosis
C0020877	LT	10021312	Ileitis
C0020877	PT	10021312	Ileitis
C0020883	LT	10021321	Ileostomy
C0020883	PT	10021321	Ileostomy
C0020883	LT	10021325	Ileostomy NOS
C0020893	LT	10008511	Child born to unmarried parents
C0020893	PT	10008511	Child born to unmarried parents
C0020899	LT	10021401	Illiteracy
C0020899	PT	10021401	Illiteracy
C0020903	LT	10021403	Illusion
C0020903	PT	10021403	Illusion
C0020941	LT	10021416	Immersion foot
C0020964	LT	10021422	Immune status
C0020971	LT	10021433	Immunization
C0020971	MTH_HT	10021431	Immunizations
C0020971	LT	10021430	Immunisation
C0020971	PT	10021430	Immunisation
C0020971	HT	10021431	Immunisations
C0020974	LT	10054540	Passive immunization
C0020974	LT	10034101	Passive immunisation
C0020981	LT	10002449	Angioimmunoblastic T-cell lymphoma
C0020981	PT	10002449	Angioimmunoblastic T-cell lymphoma
C0020981	LT	10002451	Angioimmunoblastic T-cell lymphoma NOS
C0020981	HT	10002450	Angioimmunoblastic T-cell lymphomas
C0020997	LT	10021464	Immunoelectrophoresis
C0020997	PT	10021464	Immunoelectrophoresis
C0021022	LT	10069534	Immunoglobulin therapy
C0021022	PT	10069534	Immunoglobulin therapy
C0021044	LT	10059656	Immunohistochemistry
C0021044	PT	10059656	Immunohistochemistry
C0021051	LT	10045922	Unspecified immunity deficiency
C0021051	LT	10061598	Immunodeficiency
C0021051	PT	10061598	Immunodeficiency
C0021051	LT	10021451	Immunodeficiency NOS
C0021051	HG	10021460	Immunodeficiency syndromes
C0021053	LT	10021425	Immune system disorder
C0021053	PT	10021425	Immune system disorder
C0021053	LT	10013229	Disorder immune system (NOS)
C0021053	LT	10021426	Immune system disorder (NOS)
C0021053	LT	10021427	Immune system disorder NOS
C0021053	OS	10021428	Immune system disorders
C0021053	LT	10021418	Immune disorder (NOS)
C0021053	AB	10021428	Immun
C0021061	LT	10062297	Immunology test
C0021061	PT	10062297	Immunology test
C0021080	LT	10062016	Immunosuppression
C0021080	PT	10062016	Immunosuppression
C0021080	LT	10021510	Immunosuppression NOS
C0021092	LT	10021511	Impacted cerumen
C0021092	LT	10021513	Impacted wax
C0021092	LT	10050337	Cerumen impaction
C0021092	PT	10050337	Cerumen impaction
C0021099	LT	10021531	Impetigo
C0021099	PT	10021531	Impetigo
C0021099	LT	10021535	Impetigo NOS
C0021100	LT	10006563	Bullous impetigo
C0021100	PT	10006563	Bullous impetigo
C0021100	LT	10021532	Impetigo bullosa
C0021122	HT	10021562	Impulse control disorders
C0021122	LT	10021564	Impulse-control disorder NOS
C0021122	LT	10061215	Impulse-control disorder
C0021122	PT	10061215	Impulse-control disorder
C0021122	LT	10021561	Impulse control disorder, unspecified
C0021125	LT	10060909	Impulsive behavior
C0021125	MTH_LT	10021568	Impulsive behavior NOS
C0021125	LT	10021567	Impulsive behaviour
C0021125	PT	10021567	Impulsive behaviour
C0021125	LT	10021568	Impulsive behaviour NOS
C0021139	LT	10021581	Inadequate personality
C0021141	LT	10042818	Syndrome inappropriate ADH
C0021141	LT	10053198	Inappropriate antidiuretic hormone secretion
C0021141	PT	10053198	Inappropriate antidiuretic hormone secretion
C0021141	LT	10071644	Schwartz-Bartter syndrome
C0021141	LT	10040626	SIADH
C0021141	LT	10001270	ADH inappropriate
C0021141	LT	10021586	Inappropriate ADH
C0021141	OL	10042828	Syndrome of inapp ADH secretion
C0021141	LT	10021587	Inappropriate ADH secretion
C0021141	LT	10001271	ADH inappropriate secretion
C0021141	OL	10021585	Inapprop. ADH secretion syndrome
C0021141	LT	10021598	Inappropriate vasopressin secretion
C0021148	LT	10021616	Incest
C0021148	PT	10021616	Incest
C0021167	LT	10021639	Incontinence
C0021167	PT	10021639	Incontinence
C0021167	LT	10048555	Incontinence NOS
C0021177	LT	10024421	Libido increased
C0021177	PT	10024421	Libido increased
C0021177	LT	10021669	Increased libido
C0021177	LT	10040471	Sexual desire increased
C0021177	LT	10021679	Increased sexual arousal
C0021192	LT	10021700	Indeterminate leprosy
C0021192	PT	10021700	Indeterminate leprosy
C0021192	LT	10021701	Indeterminate leprosy (group i)
C0021193	OL	10021702	Indeterminate sex and pseudohermaphroditism
C0021270	LT	10021731	Infant
C0021270	PT	10021731	Infant
C0021289	LT	10028977	Neonate
C0021289	LT	10029392	Newborn
C0021290	LT	10028934	Neonatal disorder
C0021290	PT	10028934	Neonatal disorder
C0021290	OL	10013240	Disorder neonatal
C0021290	OL	10013241	Disorder neonatal NOS
C0021290	LT	10048990	Neonatal disorder NOS
C0021293	LT	10036392	Postmature baby
C0021293	PT	10036392	Postmature baby
C0021294	LT	10021734	Infant premature
C0021294	LT	10036615	Prematurity
C0021294	LT	10021410	Immature baby
C0021294	LT	10036590	Premature baby
C0021294	PT	10036590	Premature baby
C0021294	LT	10003969	Baby premature
C0021296	LT	10041092	Small for dates baby
C0021296	PT	10041092	Small for dates baby
C0021296	LT	10041196	Small-for-dates baby
C0021308	LT	10061216	Infarction
C0021308	PT	10061216	Infarction
C0021308	LT	10021762	Infarction NOS
C0021308	OL	10021754	Infarct
C0021308	OL	10021756	Infarct infarction
C0021313	LT	10021850	Infection of kidney
C0021313	OL	10021895	Infections of kidney
C0021313	LT	10023424	Kidney infection
C0021313	PT	10023424	Kidney infection
C0021313	LT	10023429	Kidney infection NOS
