ADR,Name,Frequency,Count
se__C0026764,Plasma cell myeloma,0.009,12
se__C0549463,X-linked lymphoproliferative syndrome,0.009,12
se__C0520588,Vulvovaginal pain,0.009,12
se__C0406834,Wound secretion,0.009,12
se__C0233754,Derealisation,0.009,12
se__C0021390,Inflammatory bowel disease,0.009,12
se__C0015927,Foetal death,0.009,12
se__C0024314,Lymphoproliferative disorder,0.009,12
se__C1168034,Gastric pH decreased,0.009,12
se__C0877098,Application site dryness,0.009,12
se__C0877517,Blood phosphorus decreased,0.009,12
se__C0400823,Neutropenic colitis,0.008,11
se__C0029261,Orgasm abnormal,0.008,11
se__C0020175,Hunger,0.008,11
se__C1096274,Corneal thinning,0.008,11
se__C0221166,Paraparesis,0.008,11
se__C0221150,Odynophagia,0.008,11
se__C0851536,Administration site reaction,0.008,11
se__C0849918,Eyelids pruritus,0.008,11
se__C0024523,Malabsorption,0.008,11
se__C0233795,Anterograde amnesia,0.008,11
se__C0016169,Fistula,0.008,11
se__C0038435,Stress,0.008,11
se__C1262036,Ocular toxicity,0.008,11
se__C0035357,Retroperitoneal fibrosis,0.008,11
se__C1167709,Epidermal necrosis,0.008,11
se__C0027080,Myoglobinuria,0.008,11
se__C0240515,Nipple pain,0.008,11
se__C0020507,Hyperplasia,0.008,11
se__C1392046,Cardiovascular insufficiency,0.008,11
se__C0020429,Hyperpathia,0.008,11
se__C0020438,Hypercalciuria,0.008,11
se__C0241742,Wound haemorrhage,0.008,11
se__C0009144,Tongue coated,0.008,11
se__C0034013,Precocious puberty,0.008,11
se__C0014863,Oesophageal spasm,0.008,11
se__C0151544,Gastrointestinal carcinoma,0.008,11
se__C0007867,Cervix disorder,0.008,11
se__C0009024,Clonus,0.008,11
se__C0036689,Pharyngitis streptococcal,0.008,11
se__C0042376,Vascular headache,0.008,11
se__C0151599,Drug level increased,0.008,11
se__C0155320,Blindness cortical,0.008,11
se__C0034067,Emphysema,0.008,11
se__C0032533,Polymyalgia rheumatica,0.008,11
se__C0026838,Muscle spasticity,0.008,11
se__C0853875,Myoglobin urine present,0.008,11
se__C0877365,Infusion site erythema,0.008,11
se__C0281774,Acute psychosis,0.008,11
se__C0277884,Blood pressure systolic increased,0.008,11
se__C2173677,Renal cyst,0.008,11
se__C1141861,Procedural complication,0.008,11
se__C0013687,Effusion,0.008,11
se__C1963818,Gastrointestinal sounds abnormal,0.008,11
se__C0010034,Corneal disorder,0.008,11
se__C0151713,Hyperchlorhydria,0.008,11
se__C0151714,Hypermagnesaemia,0.008,11
se__C0040584,Tracheitis,0.008,11
se__C0018188,Granuloma,0.008,11
se__C0001973,Alcoholism,0.007,10
se__C0011127,Decubitus ulcer,0.007,10
se__C0235857,Lacrimation decreased,0.007,10
se__C0267537,Caecitis,0.007,10
se__C0455204,Homicidal ideation,0.007,10
se__C0474381,Chromatopsia,0.007,10
se__C0521508,Injection site bruising,0.007,10
se__C2711248,Osteonecrosis of jaw,0.007,10
se__C0877097,Application site vesicles,0.007,10
se__C0019065,Peritoneal haemorrhage,0.007,10
se__C1167791,Skin toxicity,0.007,10
se__C0040136,Thyroid neoplasm,0.007,10
se__C0847033,Allergic oedema,0.007,10
se__C0349231,Phobia,0.007,10
se__C0241060,Dermal cyst,0.007,10
se__C0151998,Uterine spasm,0.007,10
se__C0151814,Coronary artery occlusion,0.007,10
se__C0424296,Disinhibition,0.007,10
se__C0003621,Appetite disorder,0.007,10
se__C0024103,Breast mass,0.007,10
se__C0860210,Granulomatous liver disease,0.007,10
se__C0011860,Type 2 diabetes mellitus,0.007,10
se__C0549493,Alveolitis,0.007,10
se__C0549385,Feeling of body temperature change,0.007,10
se__C0015624,Fanconi syndrome,0.007,10
se__C0240717,Perineal pain,0.007,10
se__C0232766,Asterixis,0.007,10
se__C0011633,Dermatomyositis,0.007,10
se__C0005745,Eyelid ptosis,0.007,10
se__C0151311,Cranial nerve paralysis,0.007,10
se__C0037052,Sick sinus syndrome,0.007,10
se__C0233401,Psychiatric symptom,0.007,10
se__C0853986,Lymphocyte count decreased,0.007,10
se__C0239935,Haematocrit increased,0.007,10
se__C0151604,Oedema genital,0.007,10
se__C0278008,Change of bowel habit,0.007,10
se__C0003507,Aortic valve stenosis,0.007,10
se__C0853348,Arthropod bite,0.007,10
se__C0234535,Clonic convulsion,0.007,10
se__C0242698,Left ventricular dysfunction,0.007,10
se__C0231837,Respiratory rate decreased,0.007,10
se__C0277585,Drug intolerance,0.007,10
se__C0426732,Prostatomegaly,0.007,10
se__C0023211,Bundle branch block left,0.007,10
se__C0948008,Ischaemic stroke,0.007,10
se__C0016397,Localised infection,0.007,10
se__C0041909,Upper gastrointestinal haemorrhage,0.007,10
se__C0018784,Deafness neurosensory,0.007,10
se__C0948294,Eyelid margin crusting,0.007,10
se__C0263386,Ichthyosis acquired,0.007,10
se__C1142011,Orchitis noninfective,0.007,10
se__C0234146,Areflexia,0.007,10
se__C0013928,Fat embolism,0.007,10
se__C0221742,Serum sickness-like reaction,0.007,10
se__C0020440,Hypercapnia,0.007,10
se__C0029191,Orchitis,0.007,10
se__C0424448,Masked facies,0.007,10
se__C0006152,Breast swelling,0.007,10
se__C0860713,Carbon dioxide increased,0.007,10
se__C0042721,Hepatitis viral,0.007,10
se__C0311394,Walking disability,0.007,10
se__C0021122,Impulse-control disorder,0.007,10
se__C0424109,Tearfulness,0.007,10
se__C0151683,Neutrophil count increased,0.007,10
se__C0030319,Panic disorder,0.007,10
se__C0002886,Anaemia macrocytic,0.007,10
se__C0085620,Paralysis flaccid,0.007,10
se__C0079102,Cerebral thrombosis,0.007,10
se__C0085615,Bundle branch block right,0.007,10
se__C0020678,Hypotrichosis,0.007,10
se__C0085077,Acute febrile neutrophilic dermatosis,0.007,10
se__C0021099,Impetigo,0.007,10
se__C0020757,Ichthyosis,0.007,10
se__C0018979,Hemianopia,0.006,9
se__C0235620,Haemorrhage urinary tract,0.006,9
se__C0235546,Hypopnoea,0.006,9
se__C0152021,Heart disease congenital,0.006,9
se__C0026975,Myelitis,0.006,9
se__C0542149,Injection site phlebitis,0.006,9
se__C0026976,Myelitis transverse,0.006,9
se__C2717961,Thrombotic microangiopathy,0.006,9
se__C0220982,Ketoacidosis,0.006,9
se__C1112442,Female sexual dysfunction,0.006,9
se__C2010560,Gastritis haemorrhagic,0.006,9
se__C0026266,Mitral valve incompetence,0.006,9
se__C0555120,White blood cells urine positive,0.006,9
se__C0747256,Infection parasitic,0.006,9
se__C0750876,Phlebitis superficial,0.006,9
se__C0019147,Coma hepatic,0.006,9
se__C0016053,Fibromyalgia,0.006,9
se__C0019064,Pericardial haemorrhage,0.006,9
se__C0155305,Optic ischaemic neuropathy,0.006,9
se__C0269189,Ectropion of cervix,0.006,9
se__C2939447,Right ventricular failure,0.006,9
se__C0854097,Hypoaesthesia eye,0.006,9
se__C0042131,Uterine disorder,0.006,9
se__C0038238,Steatorrhoea,0.006,9
se__C0854069,Tumour pain,0.006,9
se__C0028778,Obstruction,0.006,9
se__C0028768,Obsessive-compulsive disorder,0.006,9
se__C0264267,Nasal ulcer,0.006,9
se__C0919714,Retinal vascular thrombosis,0.006,9
se__C0020564,Hypertrophy,0.006,9
se__C0235238,Cycloplegia,0.006,9
se__C0020502,Hyperparathyroidism,0.006,9
se__C0020635,Hypopituitarism,0.006,9
se__C0852925,Gastrointestinal necrosis,0.006,9
se__C0549225,Myasthenic syndrome,0.006,9
se__C0003635,Apraxia,0.006,9
se__C0232841,Bladder dysfunction,0.006,9
se__C0429029,Electrocardiogram ST segment,0.006,9
se__C0007869,Uterine cervical erosion,0.006,9
se__C0240322,Menstruation delayed,0.006,9
se__C0152081,Pustular psoriasis,0.006,9
se__C0267940,Pancreatitis haemorrhagic,0.006,9
se__C1141930,Post procedural complication,0.006,9
se__C0012817,Diverticulum,0.006,9
se__C0232943,Menometrorrhagia,0.006,9
se__C0042909,Vitreous haemorrhage,0.006,9
se__C0037286,Neoplasm skin,0.006,9
se__C0038354,Gastric disorder,0.006,9
se__C0600125,Electrocardiogram PR prolongation,0.006,9
se__C0011848,Diabetes insipidus,0.006,9
se__C0003860,Arteritis,0.006,9
se__C0012691,Joint dislocation,0.006,9
se__C0025209,Melanosis,0.006,9
se__C0011974,Dermatitis diaper,0.006,9
se__C0035232,Respiratory paralysis,0.006,9
se__C0580413,Prothrombin time shortened,0.006,9
se__C0221245,Skin fissures,0.006,9
se__C0042018,Calculus urinary,0.006,9
se__C0029944,Overdose,0.006,9
se__C0541798,Terminal insomnia,0.006,9
se__C0151623,Enterocolitis haemorrhagic,0.006,9
se__C0235014,Fontanelle bulging,0.006,9
se__C0151795,Injection site necrosis,0.006,9
se__C0701836,Thermal burn,0.006,9
se__C0013781,Electric shock,0.006,9
se__C0085136,Central nervous system neoplasm,0.006,9
se__C0009492,Compartment syndrome,0.006,9
se__C0476427,Smear cervix abnormal,0.006,9
se__C0476414,Thyroid function test abnormal,0.006,9
se__C0855223,"Hallucinations, mixed",0.006,9
se__C0020617,Hypoglycaemic coma,0.006,9
se__C1963790,Vulvovaginal burning sensation,0.006,9
se__C0085679,Hyperchloraemia,0.006,9
se__C0221714,Injection site infection,0.006,9
se__C0030517,Parathyroid disorder,0.006,9
se__C0151563,Coagulation time prolonged,0.006,9
se__C0277885,Blood pressure systolic decreased,0.006,9
se__C0277890,Blood pressure diastolic decreased,0.006,9
se__C0853748,Blood electrolytes abnormal,0.006,9
se__C0001126,Renal tubular acidosis,0.006,9
se__C0002064,Respiratory alkalosis,0.006,9
se__C0948692,Necrotising colitis,0.006,9
se__C0156394,Enlarged clitoris,0.006,9
se__C0016167,Anal fissure,0.006,9
se__C0018924,Haemarthrosis,0.006,9
se__C0949059,Large intestine polyp,0.006,9
se__C0154833,Retinal vascular disorder,0.006,9
se__C0001418,Adenocarcinoma,0.006,9
se__C0001430,Adenoma benign,0.006,9
se__C3544060,Accidental exposure to product,0.006,8
se__C0162311,Androgenetic alopecia,0.006,8
se__C0948715,Infusion related reaction,0.006,8
se__C0162275,Ketonuria,0.006,8
se__C0155862,Pneumonia streptococcal,0.006,8
se__C0702266,Basophilia,0.006,8
se__C0235453,Steroid withdrawal syndrome,0.006,8
se__C0040213,Costochondritis,0.006,8
se__C1112366,Eyelid irritation,0.006,8
se__C0403673,Retrograde ejaculation,0.006,8
se__C0391870,Red blood cell abnormality,0.006,8
se__C1735601,Floppy iris syndrome,0.006,8
se__C0520886,Electrocardiogram ST segment elevation,0.006,8
se__C0521505,Injection site dermatitis,0.006,8
se__C0006846,Skin candida,0.006,8
se__C0158570,Vascular anomaly,0.006,8
se__C0426636,Defaecation urgency,0.006,8
se__C0242973,Ventricular dysfunction,0.006,8
se__C0262977,Skin depigmentation,0.006,8
se__C0085580,Essential hypertension,0.006,8
se__C0085298,Sudden cardiac death,0.006,8
se__C0003564,Aphonia,0.006,8
se__C1510471,Hypovitaminosis,0.006,8
se__C0853336,Corneal infiltrates,0.006,8
se__C0278016,Faeces hard,0.006,8
se__C0085619,Orthopnoea,0.006,8
se__C0028850,Eye movement disorder,0.006,8
se__C0856554,Hepatic cancer metastatic,0.006,8
se__C0494165,Metastases to liver,0.006,8
se__C0085083,Ovarian hyperstimulation syndrome,0.006,8
se__C0021364,Infertility male,0.006,8
se__C0004691,Balanoposthitis,0.006,8
se__C0541941,Erection increased,0.006,8
se__C0151775,Injection site mass,0.006,8
se__C0002880,Autoimmune haemolytic anaemia,0.006,8
se__C0151625,Enzyme abnormality,0.006,8
se__C0242225,Colour blindness,0.006,8
se__C0259768,Wound dehiscence,0.006,8
se__C1323189,Dermatitis infected,0.006,8
se__C0085617,Arterial spasm,0.006,8
se__C0149512,Acute sinusitis,0.006,8
se__C0010414,Cryptococcosis,0.006,8
se__C0027709,Nephrocalcinosis,0.006,8
se__C0027962,Melanocytic naevus,0.006,8
se__C0020505,Hyperphagia,0.006,8
se__C0033038,Premature ejaculation,0.006,8
se__C0032987,Ectopic pregnancy,0.006,8
se__C0241166,Skin tightness,0.006,8
se__C0522067,Hepatic pain,0.006,8
se__C0919659,Oropharyngeal candidiasis,0.006,8
se__C0341164,Gastric ulcer haemorrhage,0.006,8
se__C0342406,Pituitary haemorrhage,0.006,8
se__C0019829,Hodgkin's disease,0.006,8
se__C0151865,Pregnancy test false positive,0.006,8
se__C0007868,Cervical dysplasia,0.006,8
se__C1266194,Hodgkin's disease lymphocyte predominance type stage unspecified,0.006,8
se__C0235329,Small intestinal obstruction,0.006,8
se__C0853746,Blood creatinine abnormal,0.006,8
se__C0024440,Cystoid macular oedema,0.006,8
se__C0271899,Normochromic normocytic anaemia,0.006,8
se__C0024137,Cutaneous lupus erythematosus,0.006,8
se__C0149836,Atrophic vulvovaginitis,0.006,8
se__C0010823,Cytomegalovirus infection,0.006,8
se__C0549418,Urine flow decreased,0.006,8
se__C0549410,Palmar-plantar erythrodysaesthesia syndrome,0.006,8
se__C0577822,Heart sounds abnormal,0.006,8
se__C0034212,Pyoderma,0.006,8
se__C0035304,Retinal degeneration,0.006,8
se__C0035302,Retinal artery occlusion,0.006,8
se__C0014848,Oesophageal achalasia,0.006,8
se__C0852361,Skin haemorrhage,0.006,8
se__C0232208,Nodal rhythm,0.006,8
se__C0151464,Injection site abscess,0.006,8
se__C0343084,Capillary leak syndrome,0.006,8
se__C0036749,Serositis,0.006,8
se__C0037926,Spinal cord compression,0.006,8
se__C0236124,Gastrointestinal obstruction,0.006,8
se__C0006272,Obliterative bronchiolitis,0.006,8
se__C0042847,Vitamin B12 deficiency,0.006,8
se__C0863084,Skin discomfort,0.006,8
se__C0596170,Binge eating,0.006,8
se__C0877225,Bone density decreased,0.006,8
se__C0235522,Vein disorder,0.006,8
se__C0346156,Benign breast neoplasm,0.006,8
se__C1868855,Post procedural infection,0.006,8
se__C0343886,Gastrointestinal candidiasis,0.006,8
se__C0007193,Congestive cardiomyopathy,0.006,8
se__C0206160,Reticulocytosis,0.006,8
se__C0206504,Tympanic membrane perforation,0.006,8
se__C0152267,Hodgkin's disease lymphocyte depletion type stage unspecified,0.006,8
se__C1142520,Nail pigmentation,0.006,8
se__C0027430,Nasal polyps,0.006,8
se__C1112525,Gastrointestinal ulcer haemorrhage,0.006,8
se__C0270612,Leukoencephalopathy,0.006,8
se__C0475765,Nasal oedema,0.006,8
se__C0854114,Corneal epithelium defect,0.006,8
se__C3267047,Immune-mediated necrotising myopathy,0.005,7
se__C0162323,Polyarthritis,0.005,7
se__C0001127,Respiratory acidosis,0.005,7
se__C0158350,Tendinous contracture,0.005,7
se__C0017563,Gingival disorder,0.005,7
se__C0392548,Cauda equina syndrome,0.005,7
se__C0521500,Injection site extravasation,0.005,7
se__C0235746,Saliva altered,0.005,7
se__C0455769,Energy increased,0.005,7
se__C0542052,Coronary artery insufficiency,0.005,7
se__C0742906,C-reactive protein increased,0.005,7
se__C0018133,Graft versus host disease,0.005,7
se__C0267941,Pancreatitis necrotising,0.005,7
se__C0151467,Adrenocortical insufficiency acute,0.005,7
se__C0878773,Hypertonic bladder,0.005,7
se__C0151477,Hormone level abnormal,0.005,7
se__C0011884,Diabetic retinopathy,0.005,7
se__C0853891,Tumour flare,0.005,7
se__C0271321,Madarosis,0.005,7
se__C1442826,Necrotising enterocolitis neonatal,0.005,7
se__C0032226,Pleural disorder,0.005,7
se__C0496901,Pituitary tumour benign,0.005,7
se__C0085166,Vaginitis bacterial,0.005,7
se__C0009759,Conjunctival disorder,0.005,7
se__C0151622,Endometrial disorder,0.005,7
se__C0234936,Application site oedema,0.005,7
se__C0022603,Seborrhoeic keratosis,0.005,7
se__C0014553,Petit mal epilepsy,0.005,7
se__C0221717,Contact lens intolerance,0.005,7
se__C0427055,Facial paresis,0.005,7
se__C0546956,Onychoclasis,0.005,7
se__C0221727,Oesophageal pain,0.005,7
se__C0023470,Myeloid leukaemia,0.005,7
se__C0023473,Chronic myeloid leukaemia,0.005,7
se__C0022667,Renal papillary necrosis,0.005,7
se__C0030469,Sinus disorder,0.005,7
se__C0278045,Urine odour abnormal,0.005,7
se__C1527336,Sjogren's syndrome,0.005,7
se__C0231441,Immobile,0.005,7
se__C0853750,Blood magnesium decreased,0.005,7
se__C0085639,Fall,0.005,7
se__C0856049,Peripheral embolism,0.005,7
se__C0024225,Lymphangitis,0.005,7
se__C0274702,Cholinergic syndrome,0.005,7
se__C0520463,Hepatitis chronic active,0.005,7
se__C0031036,Polyarteritis nodosa,0.005,7
se__C0032300,Lobar pneumonia,0.005,7
se__C0546959,Atrial tachycardia,0.005,7
se__C0596240,Cancer pain,0.005,7
se__C1096355,Electrocardiogram U-wave abnormality,0.005,7
se__C0239113,Coombs test positive,0.005,7
se__C0042485,Venous insufficiency,0.005,7
se__C0152020,Gastric atony,0.005,7
se__C0877047,Occult blood positive,0.005,7
se__C0019212,Hepatorenal syndrome,0.005,7
se__C0019557,Hip fracture,0.005,7
se__C0521616,Pseudoporphyria,0.005,7
se__C2747891,Device capturing issue,0.005,7
se__C0877096,Application site paraesthesia,0.005,7
se__C0152965,Staphylococcal bacteraemia,0.005,7
se__C2609183,Abnormal withdrawal bleeding,0.005,7
se__C0730362,Maculopathy,0.005,7
se__C0016412,Folate deficiency,0.005,7
se__C0016479,Food poisoning,0.005,7
se__C0155919,Acute pulmonary oedema,0.005,7
se__C0559546,Adverse reaction,0.005,7
se__C3203457,Procedural haemorrhage,0.005,7
se__C3248383,Logorrhoea,0.005,7
se__C1167779,Neutropenic infection,0.005,7
se__C0040259,Tinea pedis,0.005,7
se__C0236053,Mucosal ulceration,0.005,7
se__C0521170,Osteoporotic fracture,0.005,7
se__C0740409,Psychotic behaviour,0.005,7
se__C0037188,Sinoatrial block,0.005,7
se__C0600104,Compulsions,0.005,7
se__C0037929,Spinal cord injury,0.005,7
se__C1096340,Dysphemia,0.005,7
se__C1263846,Attention deficit/hyperactivity disorder,0.005,7
se__C0043345,Xeroderma,0.005,7
se__C0235074,Tongue paralysis,0.005,7
se__C1263960,Diabetic coma,0.005,7
se__C0852795,Blood insulin increased,0.005,7
se__C0860901,Protein total decreased,0.005,7
se__C0007860,Cervicitis,0.005,7
se__C0152008,Vulvovaginal disorder,0.005,7
se__C1096267,Injection site discomfort,0.005,7
se__C0035067,Renal artery stenosis,0.005,7
se__C0035333,Retinitis,0.005,7
se__C0006118,Brain neoplasm,0.005,7
se__C0005697,Neurogenic bladder,0.005,7
se__C1610049,Application site exfoliation,0.005,7
se__C0340279,Ventricular hypertrophy,0.005,7
se__C0424489,Chapped lips,0.005,7
se__C0521987,Pre-existing disease,0.005,7
se__C0034530,Radiation injury,0.005,7
se__C0522178,Self-injurious ideation,0.005,7
se__C0034735,Raynaud's phenomenon,0.005,7
se__C0853011,Diabetic hyperglycaemic coma,0.005,7
se__C0339293,Corneal perforation,0.005,7
se__C0020624,Hypomenorrhoea,0.005,7
se__C0020540,Malignant hypertension,0.005,7
se__C0042996,Vulvitis,0.005,7
se__C0151726,Injection site hypersensitivity,0.005,7
se__C0151767,Liver tenderness,0.005,7
se__C0002963,Prinzmetal angina,0.005,7
se__C0003028,Anhidrosis,0.005,7
se__C0853118,Blood testosterone increased,0.005,7
se__C0853089,Intentional self-injury,0.005,7
se__C1096460,Infusion site phlebitis,0.004,6
se__C0242420,Retinal oedema,0.004,6
se__C0241558,Urethral haemorrhage,0.004,6
se__C0241669,Venous occlusion,0.004,6
se__C0241266,Subcutaneous abscess,0.004,6
se__C0022602,Actinic keratosis,0.004,6
se__C0853141,Therapeutic response unexpected,0.004,6
se__C0151718,Hypocholesterolaemia,0.004,6
se__C0009326,Collagen disorder,0.004,6
se__C0546947,Choking sensation,0.004,6
se__C1141938,Ocular icterus,0.004,6
se__C1535950,Gastrointestinal inflammation,0.004,6
se__C0302314,Xanthoma,0.004,6
se__C0031345,Pharyngeal disorder,0.004,6
se__C0259756,Jarisch-Herxheimer reaction,0.004,6
se__C0021361,Infertility female,0.004,6
se__C0919582,Sudden onset of sleep,0.004,6
se__C1328308,Increased upper airway secretion,0.004,6
se__C0010032,Corneal abrasion,0.004,6
se__C0263540,Onychomadesis,0.004,6
se__C0149707,Haematospermia,0.004,6
se__C0233528,Asocial behaviour,0.004,6
se__C0151538,Buccoglossal syndrome,0.004,6
se__C0234222,Sensation of pressure,0.004,6
se__C0858765,Vascular pain,0.004,6
se__C0857494,Unresponsive to stimuli,0.004,6
se__C2349423,Medication overuse headache,0.004,6
se__C0008925,Cleft palate,0.004,6
se__C0031037,Periarthritis,0.004,6
se__C0259817,Xerosis,0.004,6
se__C0858794,Application site warmth,0.004,6
se__C0022876,Premature labour,0.004,6
se__C0853847,Pathogen resistance,0.004,6
se__C0024228,Lymphatic disorder,0.004,6
se__C0027343,Ingrowing nail,0.004,6
se__C0233523,Antisocial behaviour,0.004,6
se__C0025958,Microcephaly,0.004,6
se__C1112443,Male sexual dysfunction,0.004,6
se__C0854303,Limb discomfort,0.004,6
se__C0268732,Nephritic syndrome,0.004,6
se__C0376545,Haematological malignancy,0.004,6
se__C0376297,Cardiac death,0.004,6
se__C0948070,Rhinalgia,0.004,6
se__C0948226,Ureteral spasm,0.004,6
se__C0156543,Abortion,0.004,6
se__C1112369,Paranasal sinus hypersecretion,0.004,6
se__C0392196,Injection site urticaria,0.004,6
se__C0743668,Limb injury,0.004,6
se__C1112182,Parkinsonian rest tremor,0.004,6
se__C0027627,Metastasis,0.004,6
se__C0027543,Necrosis ischaemic,0.004,6
se__C0549288,Pelvic venous thrombosis,0.004,6
se__C0149801,Urosepsis,0.004,6
se__C0267028,Lip pain,0.004,6
se__C0013274,Patent ductus arteriosus,0.004,6
se__C0025281,Meniere's disease,0.004,6
se__C0011649,Dermoid cyst,0.004,6
se__C0853895,Mental disorder due to a general medical condition,0.004,6
se__C1112353,Medical device complication,0.004,6
se__C1112274,Genital discharge,0.004,6
se__C0339383,Chorioretinopathy,0.004,6
se__C0032989,Multiple pregnancy,0.004,6
se__C0241950,Intestinal infarction,0.004,6
se__C0700594,Radiculopathy,0.004,6
se__C1096278,Anterior chamber inflammation,0.004,6
se__C0342405,Pituitary infarction,0.004,6
se__C0849916,Generalised erythema,0.004,6
se__C0014860,Oesophageal perforation,0.004,6
se__C0034933,Reflexes abnormal,0.004,6
se__C0014852,Oesophageal disorder,0.004,6
se__C0036220,Kaposi's sarcoma,0.004,6
se__C0036358,Schizophreniform disorder,0.004,6
se__C0036202,Sarcoidosis,0.004,6
se__C0423271,Scleral hyperaemia,0.004,6
se__C0423273,Scleral thinning,0.004,6
se__C0424813,Orbital oedema,0.004,6
se__C0042994,Vulval disorder,0.004,6
se__C0860499,Conjunctival follicles,0.004,6
se__C0852792,Blood cortisol decreased,0.004,6
se__C0852909,Blood bicarbonate decreased,0.004,6
se__C0919593,Injection site coldness,0.004,6
se__C0151738,Large intestine perforation,0.004,6
se__C0151730,Drug effect increased,0.004,6
se__C0221333,Hypouricaemia,0.004,6
se__C0221773,Hyperamylasaemia,0.004,6
se__C0221264,Cheilosis,0.004,6
se__C2004435,Intestinal ischaemia,0.004,6
se__C0003431,Antisocial personality disorder,0.004,6
se__C0014118,Endocarditis,0.004,6
se__C0241729,Weight fluctuation,0.004,6
se__C0020459,Hyperinsulinism,0.004,6
se__C0919625,Blood phosphorus increased,0.004,6
se__C0242172,Pelvic inflammatory disease,0.004,6
se__C0037928,Spinal cord disorder,0.004,6
se__C0237326,Dyschezia,0.004,6
se__C0037578,Soft tissue injury,0.004,6
se__C0595862,Vasodilatation,0.004,6
se__C0038218,Status asthmaticus,0.004,6
se__C0235472,Pulse abnormal,0.004,6
se__C1868752,Procedural nausea,0.004,6
se__C0877211,General physical health deterioration,0.004,6
se__C0549419,Skin fragility,0.004,6
se__C0877306,Iris hyperpigmentation,0.004,6
se__C0152010,Withdrawal bleed,0.004,6
se__C0239293,Oesophageal haemorrhage,0.004,6
se__C0037301,Skin wrinkling,0.004,6
se__C0239940,Glycosylated haemoglobin increased,0.004,6
se__C0042063,Congenital genitourinary abnormality,0.004,6
se__C0042143,Uterine rupture,0.004,6
se__C0220983,Metabolic alkalosis,0.004,6
se__C0220994,Hyperammonaemia,0.004,6
se__C0410256,Muscle injury,0.004,6
se__C1253936,Joint effusion,0.004,6
se__C0877167,Psychomotor skills impaired,0.004,6
se__C0877144,Spontaneous penile erection,0.004,6
se__C0236048,Gastric polyps,0.004,6
se__C0019048,Haemoglobinuria,0.004,6
se__C0018818,Ventricular septal defect,0.004,6
se__C0221021,Microangiopathic haemolytic anaemia,0.004,6
se__C0920166,Catheter site haemorrhage,0.004,6
se__C0015930,Foetal distress syndrome,0.004,6
se__C0016470,Food allergy,0.004,6
se__C0409497,Joint injury,0.004,6
se__C0949103,Catheter site pain,0.004,6
se__C0001403,Addison's disease,0.004,6
se__C3241936,Non-cardiogenic pulmonary oedema,0.004,6
se__C0001364,Acute yellow liver atrophy,0.004,6
se__C0002624,Retrograde amnesia,0.004,6
se__C3665444,Neutrophilia,0.004,5
se__C0000727,Acute abdomen,0.004,5
se__C0239093,Conjunctival irritation,0.004,5
se__C0239946,Hepatic fibrosis,0.004,5
se__C0239725,Genital pain,0.004,5
se__C0236171,Infection susceptibility increased,0.004,5
se__C0240066,Iron deficiency,0.004,5
se__C0034072,Cor pulmonale,0.004,5
se__C0541923,Lip oedema,0.004,5
se__C0549124,Embolism arterial,0.004,5
se__C0949070,Upper respiratory tract congestion,0.004,5
se__C0005683,Calculus bladder,0.004,5
se__C0003838,Arterial occlusive disease,0.004,5
se__C0003834,Arterial insufficiency,0.004,5
se__C0542313,Sleep talking,0.004,5
se__C1282609,Granulocytosis,0.004,5
se__C1279945,Acute interstitial pneumonitis,0.004,5
se__C0240897,Retinal exudates,0.004,5
se__C0240840,Pulse pressure decreased,0.004,5
se__C0033578,Neoplasm prostate,0.004,5
se__C0038941,Postoperative wound infection,0.004,5
se__C0032519,Polymenorrhoea,0.004,5
se__C0522351,Vertigo positional,0.004,5
se__C0155773,Portal vein thrombosis,0.004,5
se__C0206063,Radiation pneumonitis,0.004,5
se__C1096091,Infusion site pruritus,0.004,5
se__C1096034,Infusion site induration,0.004,5
se__C0155018,Colour blindness acquired,0.004,5
se__C1301937,Talipes,0.004,5
se__C0030922,Peptic ulcer haemorrhage,0.004,5
se__C0242979,Muscle fatigue,0.004,5
se__C0040441,Tooth fracture,0.004,5
se__C0236018,Aura,0.004,5
se__C0030583,Parotitis,0.004,5
se__C0858833,Endometrial hypertrophy,0.004,5
se__C2364164,Fluid imbalance,0.004,5
se__C0521501,Injection site thrombosis,0.004,5
se__C0178416,Hypoplastic anaemia,0.004,5
se__C0220650,Brain cancer metastatic,0.004,5
se__C0152159,Uterine hypotonus,0.004,5
se__C0153690,Bone cancer metastatic,0.004,5
se__C0153676,Lung cancer metastatic,0.004,5
se__C0521464,Skin oedema,0.004,5
se__C0521854,Drug tolerance decreased,0.004,5
se__C2720436,Pleural fibrosis,0.004,5
se__C0030286,Pancreatic disorder,0.004,5
se__C0856150,Spinal haematoma,0.004,5
se__C0264714,Cardiac failure acute,0.004,5
se__C0027868,Neuromyopathy,0.004,5
se__C0027145,Myxoedema,0.004,5
se__C0267033,Lip ulceration,0.004,5
se__C0026769,Multiple sclerosis,0.004,5
se__C0221244,Dandruff,0.004,5
se__C0151966,Duodenal ulcer haemorrhage,0.004,5
se__C0007780,Cerebral artery embolism,0.004,5
se__C0007134,Renal cell carcinoma,0.004,5
se__C0267566,Perirectal abscess,0.004,5
se__C0854456,Cellulitis gangrenous,0.004,5
se__C0854381,Genital haemorrhage,0.004,5
se__C0042135,Uterine atony,0.004,5
se__C0040517,Tourette's disorder,0.004,5
se__C0854113,Mucosal dryness,0.004,5
se__C0270795,Monoparesis,0.004,5
se__C1456863,Vasoconstriction,0.004,5
