dataset,label,pruning,include_original_features,averageAUROC,FOne,Precision,Recall,nodes,leaves,#constr_feats,training_time
CPI_high_freq,se_C0027497,False,with_org,0.59202054,0.8935522600108031,0.8669942376148605,0.9231863495248185,121.8,61.4,900.5,2.9002686099964192
CPI_high_freq,se_C0027497,True,no_org,0.55548005,0.9078902078069252,0.8652360908761512,0.9561705264189839,30.4,15.7,900.5,1.129728920001071
CPI_high_freq,se_C0027497,True,with_org,0.5769082400000001,0.8972107727359079,0.8656420774668522,0.9324003870728316,53.4,27.2,900.5,2.9002686099964192
CPI_high_freq,se_C0042963,False,no_org,0.61348111,0.8553082053494065,0.7993401718109855,0.9214793354622974,113.2,57.1,1355.1,1.5365393900079654
CPI_high_freq,se_C0042963,False,with_org,0.5855290400000001,0.8320900831080312,0.7990944893653801,0.8697834727672966,223.2,112.1,1355.1,3.2811740000150165
CPI_high_freq,se_C0042963,True,no_org,0.60312002,0.8590138340590888,0.7963050734236197,0.9337759057744304,50.0,25.5,1355.1,1.5365393900079654
CPI_high_freq,se_C0042963,True,with_org,0.6012019900000001,0.8467199222977584,0.7981943893394455,0.9029954988642791,83.0,42.0,1355.1,3.2811740000150165
CPI_low_freq,se_C0011570,False,no_org,0.56120677,0.3341765901950149,0.3542252465701531,0.3266313111881504,207.2,104.1,2123.3,2.3263424899894742
CPI_low_freq,se_C0011570,False,with_org,0.53849393,0.3406041402259422,0.3198055285163919,0.36747954908529035,307.2,154.1,2123.3,4.322614990011789
CPI_low_freq,se_C0011570,True,no_org,0.53504163,0.2782041986968626,0.375726911976912,0.22769489032034232,98.4,49.7,2123.3,2.3263424899894742
CPI_low_freq,se_C0011570,True,with_org,0.53742709,0.2903193834890086,0.3599965742717123,0.2507269018817656,126.6,63.8,2123.3,4.322614990011789
CPI_low_freq,se_C0018524,False,no_org,0.62734458,0.43805181071555904,0.45720132326590485,0.42605631359148344,182.2,91.6,1520.5,1.7482591100037097
CPI_low_freq,se_C0018524,False,with_org,0.62771235,0.44129080220060823,0.42348020239830586,0.4659139213712923,261.0,131.0,1520.5,3.4709145499859004
CPI_low_freq,se_C0018524,True,no_org,0.64600914,0.4041375507919372,0.5058432358685421,0.33978643084397847,88.0,44.5,1520.5,1.7482591100037097
CPI_low_freq,se_C0018524,True,with_org,0.6345814,0.4223664380831855,0.497978936044288,0.36822167519641835,112.4,56.7,1520.5,3.4709145499859004
CPI_low_freq,se_C0020580,False,no_org,0.5800880700000001,0.38916353212811294,0.4150377196333078,0.3713166525416247,205.4,103.2,2469.0,2.6910287500009873
CPI_low_freq,se_C0020580,False,with_org,0.5433018300000001,0.37454856788780155,0.3630380307952348,0.3932470749392329,296.4,148.7,2469.0,4.69406561999349
CPI_low_freq,se_C0020580,True,no_org,0.56267071,0.3472239200487647,0.46133214824391294,0.2868144903802579,101.8,51.4,2469.0,2.6910287500009873
CPI_low_freq,se_C0020580,True,with_org,0.55077308,0.3435804960235014,0.4382744080538198,0.290184997586972,118.6,59.8,2469.0,4.69406561999349
CPI_low_freq,se_C0031117,False,no_org,0.5815078,0.35932372698670534,0.39030862785784665,0.34184927284927286,188.4,94.7,1706.3,1.9632479299907573
CPI_low_freq,se_C0031117,False,with_org,0.55726695,0.35874653577574045,0.3478450915592553,0.38454682854682853,297.4,149.2,1706.3,3.90241103998851
CPI_low_freq,se_C0031117,True,no_org,0.60093223,0.3424943898269802,0.44275157334752535,0.2900897770897771,91.4,46.2,1706.3,1.9632479299907573
CPI_low_freq,se_C0031117,True,with_org,0.58763208,0.33957179102756313,0.4248245122678929,0.2946454376454376,118.4,59.7,1706.3,3.90241103998851
CPI_low_freq,se_C0035078,False,no_org,0.5681140499999999,0.34631531437863716,0.3735752535710005,0.3312763689013689,183.2,92.1,2398.2,2.6231120700133035
CPI_low_freq,se_C0035078,False,with_org,0.581042,0.4012665582875754,0.3686644383545912,0.4539225150475151,282.0,141.5,2398.2,4.847167420014739
CPI_low_freq,se_C0035078,True,no_org,0.57715679,0.3480986482844068,0.45850684403315983,0.2894103632853633,86.0,43.5,2398.2,2.6231120700133035
CPI_low_freq,se_C0035078,True,with_org,0.57401833,0.36498849525002325,0.45817612942612945,0.31677694577694576,108.2,54.6,2398.2,4.847167420014739
CPI_low_freq,se_C0267792,False,no_org,0.57561456,0.32833898079517954,0.3646593588739451,0.3043413126728344,194.2,97.6,1918.9,2.158150840015151
CPI_low_freq,se_C0267792,False,with_org,0.54737658,0.3577821337328313,0.3484386379508884,0.37854810045027437,292.2,146.6,1918.9,4.100003490014933
CPI_low_freq,se_C0267792,True,no_org,0.55889605,0.300763988164878,0.39402955919209787,0.2459462910278128,105.0,53.0,1918.9,2.158150840015151
CPI_low_freq,se_C0267792,True,with_org,0.57365325,0.3145418264578197,0.38121951491920536,0.27498386577190925,124.2,62.6,1918.9,4.100003490014933
CPI_mid_freq,se_C0003467,False,no_org,0.6048106900000001,0.5026077453300617,0.5364663274686158,0.47615317157183157,223.0,112.0,2691.0,2.8227526099886746
CPI_mid_freq,se_C0003467,False,with_org,0.59737124,0.5175988329141739,0.49982120887803105,0.5391167417446656,328.8,164.9,2691.0,4.9170582400052805
