,pruning,include_original_features,dataset,averageAUROC,HammingLoss,SubsetAccuracy,RankingLoss,MacroPrecision,MacroRecall,MacroFOne,nodes,leaves,groups,avg_group_features,gen_XofN_time,training_time
53,False,with_org,CPI_ten,0.5940264799999999,0.411451,0.0415725,0.285612,0.590309,0.6463840000000001,0.614867,756.0,378.5,322.0,4.990683229813665,343.3324102999999,2.666252919999897
54,True,no_org,CPI_ten,0.60854473,0.396821,0.0668877,0.27568899999999996,0.611152,0.6115109999999999,0.605017,95.4,48.2,322.0,4.990683229813665,343.3324102999999,0.9585781000001589
55,True,with_org,CPI_ten,0.62191605,0.39177999999999996,0.0560442,0.271676,0.6147609999999999,0.6090150000000001,0.6058290000000001,103.4,52.2,322.0,4.990683229813665,343.3324102999999,2.666252919999897
56,False,no_org,CPI+fingerprint_ten,0.59512217,0.413531,0.046194400000000004,0.288027,0.571812,0.633586,0.599261,1022.0,511.5,430.0,4.993023255813953,506.8263443300002,1.1326252899998508
57,False,with_org,CPI+fingerprint_ten,0.58813145,0.418489,0.046189,0.295248,0.566416,0.643961,0.6005,1005.4,503.2,430.0,4.993023255813953,506.8263443300002,3.620854619999591
58,True,no_org,CPI+fingerprint_ten,0.61240178,0.401485,0.0649204,0.276008,0.597283,0.559052,0.573737,168.2,84.6,430.0,4.993023255813953,506.8263443300002,1.1326252899998508
59,True,with_org,CPI+fingerprint_ten,0.61340613,0.400028,0.07504960000000001,0.284258,0.594426,0.581539,0.584547,175.2,88.1,430.0,4.993023255813953,506.8263443300002,3.620854619999591
60,False,no_org,fingerprint_ten_mid,0.5932010799999999,0.405204,0.041938500000000004,0.336606,0.434109,0.521986,0.47060499999999994,989.8,495.4,108.0,5.0,75.72618038000073,0.6708160599984694
61,False,with_org,fingerprint_ten_mid,0.57714776,0.422882,0.0396715,0.342832,0.41520999999999997,0.511857,0.455048,994.2,497.6,108.0,5.0,75.72618038000073,1.2538248300013948
62,True,no_org,fingerprint_ten_mid,0.5846194199999999,0.353771,0.1174814,0.34257499999999996,0.483136,0.25938500000000003,0.331308,98.4,49.7,108.0,5.0,75.72618038000073,0.6708160599984694
63,True,with_org,fingerprint_ten_mid,0.57499093,0.368042,0.1029954,0.342239,0.454493,0.266533,0.329183,109.6,55.3,108.0,5.0,75.72618038000073,1.2538248300013948
64,False,no_org,CPI_ten_mid,0.58040664,0.413957,0.0451679,0.354359,0.443703,0.505486,0.46900000000000003,772.4,386.7,322.0,4.990683229813665,349.73006721000274,1.0869743500006734
65,False,with_org,CPI_ten_mid,0.58933159,0.40929200000000004,0.052399600000000005,0.346213,0.44665699999999997,0.5087029999999999,0.472155,793.4,397.2,322.0,4.990683229813665,349.73006721000274,3.0652452699985586
66,True,no_org,CPI_ten_mid,0.5806597,0.352377,0.11565129999999998,0.371796,0.515036,0.271272,0.319582,71.0,36.0,322.0,4.990683229813665,349.73006721000274,1.0869743500006734
67,True,with_org,CPI_ten_mid,0.59302323,0.357897,0.1084351,0.367881,0.501032,0.319519,0.383326,88.0,44.5,322.0,4.990683229813665,349.73006721000274,3.0652452699985586
68,False,no_org,CPI+fingerprint_ten_mid,0.57970867,0.41043,0.04614234,0.351905,0.420784,0.487624,0.449191,1029.2,515.1,430.0,4.993023255813953,574.3833628999986,1.1812002500024392
69,False,with_org,CPI+fingerprint_ten_mid,0.58695774,0.404702,0.0483162,0.346406,0.428724,0.504924,0.461434,1025.2,513.1,430.0,4.993023255813953,574.3833628999986,3.9515070000023114
70,True,no_org,CPI+fingerprint_ten_mid,0.5883644699999999,0.346042,0.1269949,0.354453,0.5045740000000001,0.263463,0.340175,91.6,46.3,430.0,4.993023255813953,574.3833628999986,1.1812002500024392
71,True,with_org,CPI+fingerprint_ten_mid,0.5904290299999999,0.347234,0.1284482,0.347657,0.500823,0.2721,0.346985,109.0,55.0,430.0,4.993023255813953,574.3833628999986,3.9515070000023114
