feature,count_ones
cpi_9606.ENSP00000389103,16
cpi_9606.ENSP00000225474,16
cpi_9606.ENSP00000368253,16
cpi_9606.ENSP00000343392,16
cpi_9606.ENSP00000337103,15
cpi_9606.ENSP00000463847,15
cpi_9606.ENSP00000338082,15
cpi_9606.ENSP00000462023,15
cpi_9606.ENSP00000387536,15
cpi_9606.ENSP00000244137,15
cpi_9606.ENSP00000325548,15
cpi_9606.ENSP00000471569,15
cpi_9606.ENSP00000242839,15
cpi_9606.ENSP00000466399,15
cpi_9606.ENSP00000229277,15
cpi_9606.ENSP00000389465,15
cpi_9606.ENSP00000341730,15
cpi_9606.ENSP00000430269,15
cpi_9606.ENSP00000420168,15
cpi_9606.ENSP00000221421,15
cpi_9606.ENSP00000419471,15
cpi_9606.ENSP00000431040,15
cpi_9606.ENSP00000217961,15
cpi_9606.ENSP00000246337,15
cpi_9606.ENSP00000339795,15
cpi_9606.ENSP00000418960,15
cpi_9606.ENSP00000339001,15
cpi_9606.ENSP00000216024,15
cpi_9606.ENSP00000411658,15
cpi_9606.ENSP00000330393,15
cpi_9606.ENSP00000215956,15
cpi_9606.ENSP00000330032,15
cpi_9606.ENSP00000447378,15
cpi_9606.ENSP00000340943,15
cpi_9606.ENSP00000335511,15
cpi_9606.ENSP00000229319,15
cpi_9606.ENSP00000399168,15
cpi_9606.ENSP00000181383,15
cpi_9606.ENSP00000454071,15
cpi_9606.ENSP00000459962,15
cpi_9606.ENSP00000301634,15
cpi_9606.ENSP00000322617,15
cpi_9606.ENSP00000386029,15
cpi_9606.ENSP00000304501,15
cpi_9606.ENSP00000366488,15
cpi_9606.ENSP00000265421,15
cpi_9606.ENSP00000385026,15
cpi_9606.ENSP00000265100,15
cpi_9606.ENSP00000264995,15
cpi_9606.ENSP00000367848,15
cpi_9606.ENSP00000359532,15
cpi_9606.ENSP00000268661,15
cpi_9606.ENSP00000293842,15
cpi_9606.ENSP00000351314,15
cpi_9606.ENSP00000368349,15
cpi_9606.ENSP00000303540,15
cpi_9606.ENSP00000263321,15
cpi_9606.ENSP00000369530,15
cpi_9606.ENSP00000268251,15
cpi_9606.ENSP00000308176,15
cpi_9606.ENSP00000312326,15
cpi_9606.ENSP00000274026,15
cpi_9606.ENSP00000282077,15
cpi_9606.ENSP00000282018,15
cpi_9606.ENSP00000306548,15
cpi_9606.ENSP00000354569,15
cpi_9606.ENSP00000363804,15
cpi_9606.ENSP00000363812,15
cpi_9606.ENSP00000286548,15
cpi_9606.ENSP00000354739,15
cpi_9606.ENSP00000307445,15
cpi_9606.ENSP00000354193,15
cpi_9606.ENSP00000272317,15
cpi_9606.ENSP00000364212,15
cpi_9606.ENSP00000360493,15
cpi_9606.ENSP00000364731,15
cpi_9606.ENSP00000362334,15
cpi_9606.ENSP00000312262,15
cpi_9606.ENSP00000359353,15
cpi_9606.ENSP00000346063,15
cpi_9606.ENSP00000346022,15
cpi_9606.ENSP00000346015,15
cpi_9606.ENSP00000346001,15
cpi_9606.ENSP00000345974,15
cpi_9606.ENSP00000357669,15
cpi_9606.ENSP00000345659,15
cpi_9606.ENSP00000297316,15
cpi_9606.ENSP00000345344,15
cpi_9606.ENSP00000297350,15
cpi_9606.ENSP00000321999,15
cpi_9606.ENSP00000345096,15
cpi_9606.ENSP00000357615,15
cpi_9606.ENSP00000252029,15
cpi_9606.ENSP00000251535,15
cpi_9606.ENSP00000300151,15
cpi_9606.ENSP00000359345,15
cpi_9606.ENSP00000354525,15
cpi_9606.ENSP00000261937,15
cpi_9606.ENSP00000346671,15
cpi_9606.ENSP00000375730,15
cpi_9606.ENSP00000259469,15
cpi_9606.ENSP00000260010,15
cpi_9606.ENSP00000260191,15
cpi_9606.ENSP00000357981,15
cpi_9606.ENSP00000358548,15
cpi_9606.ENSP00000376943,15
cpi_9606.ENSP00000314499,15
cpi_9606.ENSP00000314214,15
cpi_9606.ENSP00000371929,15
cpi_9606.ENSP00000371985,15
cpi_9606.ENSP00000359910,14
cpi_9606.ENSP00000467494,14
cpi_9606.ENSP00000338160,14
cpi_9606.ENSP00000358727,14
cpi_9606.ENSP00000447149,14
cpi_9606.ENSP00000451560,14
cpi_9606.ENSP00000367439,14
cpi_9606.ENSP00000354476,14
cpi_9606.ENSP00000354394,14
cpi_9606.ENSP00000386284,14
cpi_9606.ENSP00000384610,14
cpi_9606.ENSP00000386306,14
cpi_9606.ENSP00000342850,14
cpi_9606.ENSP00000387683,14
cpi_9606.ENSP00000378306,14
cpi_9606.ENSP00000373477,14
cpi_9606.ENSP00000373404,14
cpi_9606.ENSP00000372547,14
cpi_9606.ENSP00000407509,14
cpi_9606.ENSP00000350005,14
cpi_9606.ENSP00000370381,14
cpi_9606.ENSP00000368572,14
cpi_9606.ENSP00000368104,14
cpi_9606.ENSP00000352561,14
cpi_9606.ENSP00000352584,14
cpi_9606.ENSP00000353770,14
cpi_9606.ENSP00000365807,14
cpi_9606.ENSP00000364805,14
cpi_9606.ENSP00000430432,14
cpi_9606.ENSP00000433290,14
cpi_9606.ENSP00000374219,14
cpi_9606.ENSP00000000442,14
cpi_9606.ENSP00000293190,14
cpi_9606.ENSP00000272847,14
cpi_9606.ENSP00000255409,14
cpi_9606.ENSP00000296411,14
cpi_9606.ENSP00000320401,14
cpi_9606.ENSP00000234371,14
cpi_9606.ENSP00000321584,14
cpi_9606.ENSP00000293330,14
cpi_9606.ENSP00000259457,14
cpi_9606.ENSP00000312664,14
cpi_9606.ENSP00000241256,14
cpi_9606.ENSP00000241453,14
cpi_9606.ENSP00000264705,14
cpi_9606.ENSP00000292896,14
cpi_9606.ENSP00000292147,14
cpi_9606.ENSP00000262160,14
cpi_9606.ENSP00000248437,14
cpi_9606.ENSP00000248553,14
cpi_9606.ENSP00000248923,14
cpi_9606.ENSP00000324740,14
cpi_9606.ENSP00000286301,14
cpi_9606.ENSP00000322421,14
cpi_9606.ENSP00000251810,14
cpi_9606.ENSP00000283635,14
cpi_9606.ENSP00000283254,14
cpi_9606.ENSP00000274606,14
cpi_9606.ENSP00000314649,14
cpi_9606.ENSP00000275525,14
cpi_9606.ENSP00000298283,14
cpi_9606.ENSP00000261835,14
cpi_9606.ENSP00000301178,14
cpi_9606.ENSP00000332973,14
cpi_9606.ENSP00000005178,14
cpi_9606.ENSP00000309103,14
cpi_9606.ENSP00000309493,14
cpi_9606.ENSP00000308897,14
cpi_9606.ENSP00000155840,14
cpi_9606.ENSP00000334198,14
cpi_9606.ENSP00000262958,14
cpi_9606.ENSP00000211122,14
cpi_9606.ENSP00000211287,14
cpi_9606.ENSP00000265294,14
cpi_9606.ENSP00000307599,14
cpi_9606.ENSP00000265403,14
cpi_9606.ENSP00000262848,14
cpi_9606.ENSP00000218721,14
cpi_9606.ENSP00000262407,14
cpi_9606.ENSP00000303830,14
cpi_9606.ENSP00000225964,14
cpi_9606.ENSP00000262441,14
cpi_9606.ENSP00000303686,14
cpi_9606.ENSP00000277541,14
cpi_9606.ENSP00000305355,14
cpi_9606.ENSP00000262584,14
cpi_9606.ENSP00000332256,14
cpi_9606.ENSP00000273077,13
cpi_9606.ENSP00000366927,13
cpi_9606.ENSP00000364782,13
cpi_9606.ENSP00000265174,13
cpi_9606.ENSP00000265563,13
cpi_9606.ENSP00000365686,13
cpi_9606.ENSP00000265717,13
cpi_9606.ENSP00000267119,13
cpi_9606.ENSP00000271308,13
cpi_9606.ENSP00000274353,13
cpi_9606.ENSP00000279178,13
cpi_9606.ENSP00000301071,13
cpi_9606.ENSP00000308208,13
cpi_9606.ENSP00000308024,13
cpi_9606.ENSP00000353878,13
cpi_9606.ENSP00000307240,13
cpi_9606.ENSP00000307014,13
cpi_9606.ENSP00000354554,13
cpi_9606.ENSP00000355192,13
cpi_9606.ENSP00000355533,13
cpi_9606.ENSP00000302967,13
cpi_9606.ENSP00000355629,13
cpi_9606.ENSP00000355657,13
cpi_9606.ENSP00000297261,13
cpi_9606.ENSP00000279387,13
cpi_9606.ENSP00000358107,13
cpi_9606.ENSP00000296122,13
cpi_9606.ENSP00000295930,13
cpi_9606.ENSP00000359539,13
cpi_9606.ENSP00000293745,13
cpi_9606.ENSP00000359899,13
cpi_9606.ENSP00000359998,13
cpi_9606.ENSP00000360250,13
cpi_9606.ENSP00000361076,13
cpi_9606.ENSP00000361359,13
cpi_9606.ENSP00000280704,13
cpi_9606.ENSP00000264818,13
cpi_9606.ENSP00000261416,13
cpi_9606.ENSP00000264071,13
cpi_9606.ENSP00000222553,13
cpi_9606.ENSP00000236671,13
cpi_9606.ENSP00000234310,13
cpi_9606.ENSP00000394936,13
cpi_9606.ENSP00000232892,13
cpi_9606.ENSP00000230050,13
cpi_9606.ENSP00000228740,13
cpi_9606.ENSP00000228476,13
cpi_9606.ENSP00000227758,13
cpi_9606.ENSP00000408860,13
cpi_9606.ENSP00000226578,13
cpi_9606.ENSP00000226444,13
cpi_9606.ENSP00000225426,13
cpi_9606.ENSP00000414359,13
cpi_9606.ENSP00000222330,13
cpi_9606.ENSP00000369442,13
cpi_9606.ENSP00000419425,13
cpi_9606.ENSP00000420927,13
cpi_9606.ENSP00000427514,13
cpi_9606.ENSP00000428864,13
cpi_9606.ENSP00000431512,13
cpi_9606.ENSP00000217244,13
cpi_9606.ENSP00000216465,13
cpi_9606.ENSP00000441691,13
cpi_9606.ENSP00000200676,13
cpi_9606.ENSP00000199280,13
cpi_9606.ENSP00000044462,13
cpi_9606.ENSP00000039007,13
cpi_9606.ENSP00000012443,13
cpi_9606.ENSP00000238018,13
cpi_9606.ENSP00000240139,13
cpi_9606.ENSP00000240652,13
cpi_9606.ENSP00000242057,13
cpi_9606.ENSP00000369654,13
cpi_9606.ENSP00000369703,13
cpi_9606.ENSP00000262193,13
cpi_9606.ENSP00000371138,13
cpi_9606.ENSP00000371432,13
cpi_9606.ENSP00000353415,13
cpi_9606.ENSP00000261205,13
cpi_9606.ENSP00000260649,13
cpi_9606.ENSP00000258317,13
cpi_9606.ENSP00000258042,13
cpi_9606.ENSP00000376609,13
cpi_9606.ENSP00000376914,13
cpi_9606.ENSP00000377947,13
cpi_9606.ENSP00000378517,13
cpi_9606.ENSP00000254810,13
cpi_9606.ENSP00000254079,13
cpi_9606.ENSP00000379514,13
cpi_9606.ENSP00000379839,13
cpi_9606.ENSP00000380514,13
cpi_9606.ENSP00000253004,13
cpi_9606.ENSP00000382791,13
cpi_9606.ENSP00000250378,13
cpi_9606.ENSP00000384957,13
cpi_9606.ENSP00000386171,13
cpi_9606.ENSP00000244289,13
cpi_9606.ENSP00000244217,13
cpi_9606.ENSP00000243911,13
cpi_9606.ENSP00000353472,13
cpi_9606.ENSP00000472933,13
cpi_9606.ENSP00000318077,13
cpi_9606.ENSP00000351410,13
cpi_9606.ENSP00000330484,13
cpi_9606.ENSP00000312029,13
cpi_9606.ENSP00000340954,13
cpi_9606.ENSP00000347979,13
cpi_9606.ENSP00000327255,13
cpi_9606.ENSP00000321988,13
cpi_9606.ENSP00000319170,13
cpi_9606.ENSP00000342307,13
cpi_9606.ENSP00000346534,13
cpi_9606.ENSP00000331912,13
cpi_9606.ENSP00000343040,13
cpi_9606.ENSP00000351209,13
cpi_9606.ENSP00000311873,13
cpi_9606.ENSP00000320180,13
cpi_9606.ENSP00000320866,13
cpi_9606.ENSP00000344193,13
cpi_9606.ENSP00000313681,13
cpi_9606.ENSP00000344460,13
cpi_9606.ENSP00000340691,13
cpi_9606.ENSP00000345502,13
cpi_9606.ENSP00000338548,13
cpi_9606.ENSP00000309818,13
cpi_9606.ENSP00000333926,13
cpi_9606.ENSP00000314099,13
cpi_9606.ENSP00000339027,13
cpi_9606.ENSP00000348786,13
cpi_9606.ENSP00000312673,13
cpi_9606.ENSP00000348827,13
cpi_9606.ENSP00000346012,12
cpi_9606.ENSP00000371554,12
cpi_9606.ENSP00000276651,12
cpi_9606.ENSP00000346017,12
cpi_9606.ENSP00000261479,12
cpi_9606.ENSP00000320025,12
cpi_9606.ENSP00000346027,12
cpi_9606.ENSP00000370376,12
cpi_9606.ENSP00000262178,12
cpi_9606.ENSP00000362329,12
cpi_9606.ENSP00000346148,12
cpi_9606.ENSP00000260443,12
cpi_9606.ENSP00000283558,12
cpi_9606.ENSP00000260227,12
cpi_9606.ENSP00000349320,12
cpi_9606.ENSP00000374265,12
cpi_9606.ENSP00000259818,12
cpi_9606.ENSP00000361141,12
cpi_9606.ENSP00000321636,12
cpi_9606.ENSP00000259271,12
cpi_9606.ENSP00000259089,12
cpi_9606.ENSP00000262461,12
cpi_9606.ENSP00000369643,12
cpi_9606.ENSP00000280706,12
cpi_9606.ENSP00000362649,12
cpi_9606.ENSP00000364035,12
cpi_9606.ENSP00000277508,12
cpi_9606.ENSP00000272167,12
cpi_9606.ENSP00000364320,12
cpi_9606.ENSP00000364802,12
cpi_9606.ENSP00000362810,12
cpi_9606.ENSP00000280357,12
cpi_9606.ENSP00000269159,12
cpi_9606.ENSP00000268171,12
cpi_9606.ENSP00000267843,12
cpi_9606.ENSP00000267017,12
cpi_9606.ENSP00000276449,12
cpi_9606.ENSP00000362608,12
cpi_9606.ENSP00000318697,12
cpi_9606.ENSP00000264637,12
cpi_9606.ENSP00000264162,12
cpi_9606.ENSP00000368305,12
cpi_9606.ENSP00000263339,12
cpi_9606.ENSP00000263088,12
cpi_9606.ENSP00000280701,12
cpi_9606.ENSP00000362513,12
cpi_9606.ENSP00000262999,12
cpi_9606.ENSP00000309334,12
cpi_9606.ENSP00000379500,12
cpi_9606.ENSP00000001008,12
cpi_9606.ENSP00000393847,12
cpi_9606.ENSP00000232607,12
cpi_9606.ENSP00000231790,12
cpi_9606.ENSP00000404375,12
cpi_9606.ENSP00000405573,12
cpi_9606.ENSP00000226299,12
cpi_9606.ENSP00000225430,12
cpi_9606.ENSP00000418082,12
cpi_9606.ENSP00000418447,12
cpi_9606.ENSP00000220003,12
cpi_9606.ENSP00000428824,12
cpi_9606.ENSP00000430031,12
cpi_9606.ENSP00000218758,12
cpi_9606.ENSP00000430620,12
cpi_9606.ENSP00000430684,12
cpi_9606.ENSP00000218099,12
cpi_9606.ENSP00000217270,12
cpi_9606.ENSP00000217133,12
cpi_9606.ENSP00000339299,12
cpi_9606.ENSP00000438144,12
cpi_9606.ENSP00000438284,12
cpi_9606.ENSP00000440045,12
cpi_9606.ENSP00000216455,12
cpi_9606.ENSP00000447001,12
cpi_9606.ENSP00000176763,12
cpi_9606.ENSP00000019103,12
cpi_9606.ENSP00000466799,12
cpi_9606.ENSP00000011292,12
cpi_9606.ENSP00000394033,12
cpi_9606.ENSP00000392262,12
cpi_9606.ENSP00000256857,12
cpi_9606.ENSP00000327246,12
cpi_9606.ENSP00000377640,12
cpi_9606.ENSP00000256442,12
cpi_9606.ENSP00000322991,12
cpi_9606.ENSP00000254976,12
cpi_9606.ENSP00000344220,12
cpi_9606.ENSP00000380156,12
cpi_9606.ENSP00000323516,12
cpi_9606.ENSP00000382250,12
cpi_9606.ENSP00000383365,12
cpi_9606.ENSP00000250615,12
cpi_9606.ENSP00000384296,12
cpi_9606.ENSP00000248572,12
cpi_9606.ENSP00000343477,12
cpi_9606.ENSP00000245539,12
cpi_9606.ENSP00000245206,12
cpi_9606.ENSP00000343204,12
cpi_9606.ENSP00000386655,12
cpi_9606.ENSP00000386717,12
cpi_9606.ENSP00000244051,12
cpi_9606.ENSP00000326119,12
cpi_9606.ENSP00000327070,12
cpi_9606.ENSP00000240874,12
cpi_9606.ENSP00000388825,12
cpi_9606.ENSP00000389338,12
cpi_9606.ENSP00000342087,12
cpi_9606.ENSP00000237858,12
cpi_9606.ENSP00000391676,12
cpi_9606.ENSP00000286479,12
cpi_9606.ENSP00000346067,12
cpi_9606.ENSP00000302393,12
cpi_9606.ENSP00000356729,12
cpi_9606.ENSP00000298386,12
cpi_9606.ENSP00000295452,12
cpi_9606.ENSP00000356436,12
cpi_9606.ENSP00000298139,12
cpi_9606.ENSP00000292427,12
cpi_9606.ENSP00000352035,12
cpi_9606.ENSP00000349576,12
cpi_9606.ENSP00000357066,12
cpi_9606.ENSP00000311876,12
cpi_9606.ENSP00000305480,12
cpi_9606.ENSP00000298352,12
cpi_9606.ENSP00000350052,12
cpi_9606.ENSP00000301974,12
cpi_9606.ENSP00000301420,12
cpi_9606.ENSP00000310305,12
cpi_9606.ENSP00000297792,12
cpi_9606.ENSP00000359100,12
cpi_9606.ENSP00000293636,12
cpi_9606.ENSP00000356198,12
cpi_9606.ENSP00000291565,12
cpi_9606.ENSP00000292095,12
cpi_9606.ENSP00000354876,12
cpi_9606.ENSP00000355315,12
cpi_9606.ENSP00000295400,12
cpi_9606.ENSP00000288139,12
cpi_9606.ENSP00000293813,12
cpi_9606.ENSP00000296511,12
cpi_9606.ENSP00000353362,12
cpi_9606.ENSP00000351885,12
cpi_9606.ENSP00000351682,12
cpi_9606.ENSP00000353427,12
cpi_9606.ENSP00000357283,12
cpi_9606.ENSP00000296277,12
cpi_9606.ENSP00000303325,12
cpi_9606.ENSP00000303147,12
cpi_9606.ENSP00000290349,12
cpi_9606.ENSP00000303248,12
cpi_9606.ENSP00000355325,12
cpi_9606.ENSP00000256578,11
cpi_9606.ENSP00000354610,11
cpi_9606.ENSP00000222482,11
cpi_9606.ENSP00000297991,11
cpi_9606.ENSP00000378890,11
cpi_9606.ENSP00000357068,11
cpi_9606.ENSP00000357204,11
cpi_9606.ENSP00000223366,11
cpi_9606.ENSP00000377948,11
cpi_9606.ENSP00000356832,11
cpi_9606.ENSP00000311121,11
cpi_9606.ENSP00000351957,11
cpi_9606.ENSP00000256383,11
cpi_9606.ENSP00000219794,11
cpi_9606.ENSP00000222481,11
cpi_9606.ENSP00000375809,11
cpi_9606.ENSP00000340278,11
cpi_9606.ENSP00000219252,11
cpi_9606.ENSP00000421566,11
cpi_9606.ENSP00000296677,11
cpi_9606.ENSP00000220616,11
cpi_9606.ENSP00000419851,11
cpi_9606.ENSP00000296754,11
cpi_9606.ENSP00000358059,11
cpi_9606.ENSP00000320295,11
cpi_9606.ENSP00000261196,11
cpi_9606.ENSP00000221138,11
cpi_9606.ENSP00000221515,11
cpi_9606.ENSP00000221972,11
cpi_9606.ENSP00000297268,11
cpi_9606.ENSP00000352011,11
cpi_9606.ENSP00000259486,11
cpi_9606.ENSP00000297770,11
cpi_9606.ENSP00000357336,11
cpi_9606.ENSP00000417901,11
cpi_9606.ENSP00000379086,11
cpi_9606.ENSP00000304802,11
cpi_9606.ENSP00000379133,11
cpi_9606.ENSP00000356150,11
cpi_9606.ENSP00000402152,11
cpi_9606.ENSP00000355890,11
cpi_9606.ENSP00000355778,11
cpi_9606.ENSP00000302441,11
cpi_9606.ENSP00000242375,11
cpi_9606.ENSP00000326219,11
cpi_9606.ENSP00000326424,11
cpi_9606.ENSP00000311028,11
cpi_9606.ENSP00000229447,11
cpi_9606.ENSP00000387888,11
cpi_9606.ENSP00000387946,11
cpi_9606.ENSP00000302886,11
cpi_9606.ENSP00000310447,11
cpi_9606.ENSP00000342235,11
cpi_9606.ENSP00000238379,11
cpi_9606.ENSP00000234590,11
cpi_9606.ENSP00000310405,11
cpi_9606.ENSP00000303775,11
cpi_9606.ENSP00000398655,11
cpi_9606.ENSP00000341828,11
cpi_9606.ENSP00000351908,11
cpi_9606.ENSP00000386212,11
cpi_9606.ENSP00000229270,11
cpi_9606.ENSP00000344352,11
cpi_9606.ENSP00000246553,11
cpi_9606.ENSP00000379330,11
cpi_9606.ENSP00000411593,11
cpi_9606.ENSP00000329357,11
cpi_9606.ENSP00000379802,11
cpi_9606.ENSP00000253799,11
cpi_9606.ENSP00000410815,11
cpi_9606.ENSP00000380318,11
cpi_9606.ENSP00000350785,11
cpi_9606.ENSP00000381097,11
cpi_9606.ENSP00000253303,11
cpi_9606.ENSP00000354850,11
cpi_9606.ENSP00000341044,11
cpi_9606.ENSP00000409612,11
cpi_9606.ENSP00000300093,11
cpi_9606.ENSP00000251566,11
cpi_9606.ENSP00000343885,11
cpi_9606.ENSP00000301072,11
cpi_9606.ENSP00000248935,11
cpi_9606.ENSP00000229264,11
cpi_9606.ENSP00000311095,11
cpi_9606.ENSP00000248076,11
cpi_9606.ENSP00000219240,11
cpi_9606.ENSP00000327431,11
cpi_9606.ENSP00000270631,11
cpi_9606.ENSP00000054668,11
cpi_9606.ENSP00000365663,11
cpi_9606.ENSP00000277942,11
cpi_9606.ENSP00000270586,11
cpi_9606.ENSP00000216392,11
cpi_9606.ENSP00000333496,11
cpi_9606.ENSP00000268124,11
cpi_9606.ENSP00000366307,11
cpi_9606.ENSP00000366410,11
cpi_9606.ENSP00000164139,11
cpi_9606.ENSP00000267549,11
cpi_9606.ENSP00000362924,11
cpi_9606.ENSP00000335560,11
cpi_9606.ENSP00000352608,11
cpi_9606.ENSP00000307822,11
cpi_9606.ENSP00000347549,11
cpi_9606.ENSP00000337746,11
cpi_9606.ENSP00000313490,11
cpi_9606.ENSP00000365380,11
cpi_9606.ENSP00000365233,11
cpi_9606.ENSP00000216341,11
cpi_9606.ENSP00000293404,11
cpi_9606.ENSP00000363827,11
cpi_9606.ENSP00000348459,11
cpi_9606.ENSP00000352900,11
cpi_9606.ENSP00000317159,11
cpi_9606.ENSP00000450399,11
cpi_9606.ENSP00000314949,11
cpi_9606.ENSP00000359680,11
cpi_9606.ENSP00000215904,11
cpi_9606.ENSP00000364898,11
cpi_9606.ENSP00000451040,11
cpi_9606.ENSP00000363533,11
cpi_9606.ENSP00000271331,11
cpi_9606.ENSP00000348234,11
cpi_9606.ENSP00000317379,11
cpi_9606.ENSP00000216185,11
cpi_9606.ENSP00000306100,11
cpi_9606.ENSP00000362576,11
cpi_9606.ENSP00000362674,11
cpi_9606.ENSP00000306561,11
cpi_9606.ENSP00000306397,11
cpi_9606.ENSP00000369038,11
cpi_9606.ENSP00000306606,11
cpi_9606.ENSP00000291700,11
cpi_9606.ENSP00000337128,11
cpi_9606.ENSP00000354499,11
cpi_9606.ENSP00000296271,11
cpi_9606.ENSP00000430075,11
cpi_9606.ENSP00000467676,11
cpi_9606.ENSP00000263212,11
cpi_9606.ENSP00000286091,11
cpi_9606.ENSP00000262888,11
cpi_9606.ENSP00000471397,11
cpi_9606.ENSP00000428924,11
cpi_9606.ENSP00000346103,11
cpi_9606.ENSP00000337354,11
cpi_9606.ENSP00000358595,11
cpi_9606.ENSP00000288602,11
cpi_9606.ENSP00000273398,11
cpi_9606.ENSP00000336799,11
cpi_9606.ENSP00000362344,11
cpi_9606.ENSP00000282841,11
cpi_9606.ENSP00000318868,11
cpi_9606.ENSP00000359096,11
cpi_9606.ENSP00000282957,11
cpi_9606.ENSP00000362403,11
cpi_9606.ENSP00000263980,11
cpi_9606.ENSP00000290541,11
cpi_9606.ENSP00000263464,11
cpi_9606.ENSP00000333212,11
cpi_9606.ENSP00000264867,11
cpi_9606.ENSP00000346827,11
cpi_9606.ENSP00000336762,10
cpi_9606.ENSP00000402608,10
cpi_9606.ENSP00000304408,10
cpi_9606.ENSP00000232219,10
cpi_9606.ENSP00000398632,10
cpi_9606.ENSP00000354871,10
cpi_9606.ENSP00000463999,10
cpi_9606.ENSP00000470087,10
cpi_9606.ENSP00000309124,10
cpi_9606.ENSP00000171757,10
cpi_9606.ENSP00000400376,10
cpi_9606.ENSP00000457706,10
cpi_9606.ENSP00000196551,10
cpi_9606.ENSP00000013034,10
cpi_9606.ENSP00000353072,10
cpi_9606.ENSP00000309431,10
cpi_9606.ENSP00000327850,10
cpi_9606.ENSP00000428340,10
cpi_9606.ENSP00000406157,10
cpi_9606.ENSP00000217426,10
cpi_9606.ENSP00000435412,10
cpi_9606.ENSP00000216962,10
cpi_9606.ENSP00000417229,10
cpi_9606.ENSP00000309968,10
cpi_9606.ENSP00000434045,10
cpi_9606.ENSP00000433821,10
cpi_9606.ENSP00000333326,10
cpi_9606.ENSP00000305422,10
cpi_9606.ENSP00000222256,10
cpi_9606.ENSP00000340526,10
cpi_9606.ENSP00000328173,10
cpi_9606.ENSP00000339399,10
cpi_9606.ENSP00000419782,10
cpi_9606.ENSP00000305692,10
cpi_9606.ENSP00000219919,10
cpi_9606.ENSP00000420487,10
cpi_9606.ENSP00000340523,10
cpi_9606.ENSP00000429374,10
cpi_9606.ENSP00000233146,10
cpi_9606.ENSP00000332139,10
cpi_9606.ENSP00000216862,10
cpi_9606.ENSP00000435777,10
cpi_9606.ENSP00000216540,10
cpi_9606.ENSP00000414334,10
cpi_9606.ENSP00000328230,10
cpi_9606.ENSP00000328808,10
cpi_9606.ENSP00000448059,10
cpi_9606.ENSP00000328818,10
cpi_9606.ENSP00000409007,10
cpi_9606.ENSP00000333667,10
cpi_9606.ENSP00000226840,10
cpi_9606.ENSP00000308845,10
cpi_9606.ENSP00000445340,10
cpi_9606.ENSP00000216037,10
cpi_9606.ENSP00000443459,10
cpi_9606.ENSP00000225927,10
cpi_9606.ENSP00000304822,10
cpi_9606.ENSP00000216410,10
cpi_9606.ENSP00000340925,10
cpi_9606.ENSP00000308774,10
cpi_9606.ENSP00000309771,10
cpi_9606.ENSP00000413074,10
cpi_9606.ENSP00000307697,10
cpi_9606.ENSP00000286719,10
cpi_9606.ENSP00000253792,10
cpi_9606.ENSP00000396452,10
cpi_9606.ENSP00000295731,10
cpi_9606.ENSP00000365016,10
cpi_9606.ENSP00000268695,10
cpi_9606.ENSP00000359424,10
cpi_9606.ENSP00000295448,10
cpi_9606.ENSP00000347978,10
cpi_9606.ENSP00000366662,10
cpi_9606.ENSP00000295491,10
cpi_9606.ENSP00000318197,10
cpi_9606.ENSP00000318646,10
cpi_9606.ENSP00000295619,10
cpi_9606.ENSP00000264932,10
cpi_9606.ENSP00000367615,10
cpi_9606.ENSP00000367851,10
cpi_9606.ENSP00000264357,10
cpi_9606.ENSP00000233944,10
cpi_9606.ENSP00000295834,10
cpi_9606.ENSP00000263857,10
cpi_9606.ENSP00000368632,10
cpi_9606.ENSP00000263377,10
cpi_9606.ENSP00000263126,10
cpi_9606.ENSP00000296046,10
cpi_9606.ENSP00000369100,10
cpi_9606.ENSP00000369375,10
cpi_9606.ENSP00000319531,10
cpi_9606.ENSP00000350767,10
cpi_9606.ENSP00000346598,10
cpi_9606.ENSP00000319744,10
cpi_9606.ENSP00000369784,10
cpi_9606.ENSP00000270625,10
cpi_9606.ENSP00000359635,10
cpi_9606.ENSP00000270776,10
cpi_9606.ENSP00000312304,10
cpi_9606.ENSP00000287878,10
cpi_9606.ENSP00000361206,10
cpi_9606.ENSP00000349252,10
cpi_9606.ENSP00000285381,10
cpi_9606.ENSP00000361446,10
cpi_9606.ENSP00000361465,10
cpi_9606.ENSP00000283646,10
cpi_9606.ENSP00000361668,10
cpi_9606.ENSP00000313699,10
cpi_9606.ENSP00000362036,10
cpi_9606.ENSP00000362398,10
cpi_9606.ENSP00000362441,10
cpi_9606.ENSP00000314508,10
cpi_9606.ENSP00000349577,10
cpi_9606.ENSP00000363018,10
cpi_9606.ENSP00000349595,10
cpi_9606.ENSP00000293230,10
cpi_9606.ENSP00000348775,10
cpi_9606.ENSP00000312455,10
cpi_9606.ENSP00000276590,10
cpi_9606.ENSP00000363614,10
cpi_9606.ENSP00000274793,10
cpi_9606.ENSP00000348395,10
cpi_9606.ENSP00000272227,10
cpi_9606.ENSP00000272065,10
cpi_9606.ENSP00000364257,10
cpi_9606.ENSP00000271620,10
cpi_9606.ENSP00000296370,10
cpi_9606.ENSP00000262545,10
cpi_9606.ENSP00000353292,10
cpi_9606.ENSP00000343745,10
cpi_9606.ENSP00000379339,10
cpi_9606.ENSP00000356793,10
cpi_9606.ENSP00000356792,10
cpi_9606.ENSP00000287713,10
cpi_9606.ENSP00000300061,10
cpi_9606.ENSP00000323568,10
cpi_9606.ENSP00000252809,10
